name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Thomas Kuhn 0001,Thomas Kuhn 0001,10,11,0.0026519787841697267,0.0026519787841697267,0.3333333333333333,0.1811067249941596,0
Raffaela Mirandola,Raffaela Mirandola,7,7,0.0023119815041479667,0.0023119815041479667,0.3333333333333333,0.16666666666666666,1
Barbora Buhnova,Barbora Buhnova,6,6,0.0013599891200870393,0.0013599891200870393,0.4666666666666667,0.23333333333333334,0
Catia Trubiani,Catia Trubiani,6,6,0.0012239902080783353,0.0012239902080783353,0.4666666666666667,0.23333333333333334,1
Elvinia Riccobene,Elvinia Riccobene,4,4,0.0012239902080783353,0.0012239902080783353,0.3333333333333333,0.16666666666666666,1
Danny Weyns,Danny Weyns,8,8,0.0010199918400652795,0.0010199918400652795,0.4642857142857143,0.23214285714285715,3
Henry Muccini,Henry Muccini,6,6,0.0003399972800217598,0.0003399972800217598,0.6666666666666666,0.3333333333333333,6
Uwe Zdun,Uwe Zdun,6,6,0.0003399972800217598,0.0003399972800217598,0.6666666666666666,0.3333333333333333,5
Ana Allian,Ana Allian,4,4,0.00027199782401740786,0.00027199782401740786,0.3333333333333333,0.16666666666666666,13
Pablo Oliveira Antonino,Pablo Oliveira Antonino,6,7,0.0002039983680130559,0.0002039983680130559,0.6,0.3433201749824788,0
Hernán Astudillo,Hernán Astudillo,3,5,0.00013599891200870393,0.00013599891200870393,0.3333333333333333,0.3333333333333333,15
Francesca Arcelli Fontana,Francesca Arcelli Fontana,5,6,0.00010199918400652795,0.00010199918400652795,0.7,0.4019842099789746,10
Ilaria Pigazzini,Ilaria Pigazzini,5,6,0.00010199918400652795,0.00010199918400652795,0.7,0.4019842099789746,10
Stefen Becker,Stefen Becker,4,5,6.799945600435197e-05,6.799945600435197e-05,0.6666666666666666,0.3983135958070516,12
Floriment Klinaku,Floriment Klinaku,4,5,6.799945600435197e-05,6.799945600435197e-05,0.6666666666666666,0.3983135958070516,12
Paolo Gaspari,Paolo Gaspari,2,2,0.0,0.0,1.0,0.5,1
Amine El Malki,Amine El Malki,1,1,0.0,0.0,0.0,0.0,5
Jan Bosch,Jan Bosch,2,2,0.0,0.0,1.0,0.5,22
Mauro Caporuscio,Mauro Caporuscio,4,4,0.0,0.0,1.0,0.5,1
Petr Hnetynka,Petr Hnetynka,7,7,0.0,0.0,1.0,0.5,4
Darío Correal,Darío Correal,4,6,0.0,0.0,1.0,0.669973683298291,11
Marie Platenius-Mohr,Marie Platenius-Mohr,5,5,0.0,0.0,1.0,0.5,8
Wolfgang Slany,Wolfgang Slany,5,5,0.0,0.0,1.0,0.5129960524947437,9
María-Del-Pilar Villamil,María-Del-Pilar Villamil,4,4,0.0,0.0,1.0,0.5649802624737182,11
Josu Díaz-de-Arcaya,Josu Díaz-de-Arcaya,2,2,0.0,0.0,1.0,0.5,24
Hye-Young Paik,Hye-Young Paik,3,3,0.0,0.0,1.0,0.5,16
Karthik Vaidhyanathan,Karthik Vaidhyanathan,1,1,0.0,0.0,0.0,0.0,6
Valdemar Vicente Graciano Neto,Valdemar Vicente Graciano Neto,2,2,0.0,0.0,1.0,0.5,13
Rainer Weinreich,Rainer Weinreich,2,3,0.0,0.0,1.0,0.6299605249474365,23
Helena Holmström Olsson,Helena Holmström Olsson,2,2,0.0,0.0,1.0,0.5,22
Frank Schnicke,Frank Schnicke,3,3,0.0,0.0,1.0,0.5433201749824789,0
Ana I. Torre-Bastida,Ana I. Torre-Bastida,2,2,0.0,0.0,1.0,0.5,24
Carlos M. Aderaldo,Carlos M. Aderaldo,3,3,0.0,0.0,1.0,0.5,17
Markus Frank,Markus Frank,3,3,0.0,0.0,1.0,0.5433201749824789,12
Wolfgang Vorraber,Wolfgang Vorraber,5,5,0.0,0.0,1.0,0.5129960524947437,9
Francisco Morais,Francisco Morais,10,10,0.0,0.0,1.0,0.5,2
Klaus Schmid,Klaus Schmid,2,2,0.0,0.0,1.0,0.5,21
Georg Weichhart,Georg Weichhart,5,5,0.0,0.0,1.0,0.5,7
Robert Heinrich,Robert Heinrich,7,7,0.0,0.0,1.0,0.5,4
Mohamed Lamine Kerdoudi,Mohamed Lamine Kerdoudi,3,3,0.0,0.0,1.0,0.5,14
Lorenzo Pagliari,Lorenzo Pagliari,4,4,0.0,0.0,1.0,0.5,1
Prerna Bihani,Prerna Bihani,5,5,0.0,0.0,1.0,0.5,8
Stefan Biffl,Stefan Biffl,3,3,0.0,0.0,1.0,0.5,3
Georg Buchgeher,Georg Buchgeher,1,2,0.0,0.0,0.0,0.0,30
Shaukat Ali 0001,Shaukat Ali 0001,5,5,0.0,0.0,1.0,0.5,3
Riccardo Scandariato,Riccardo Scandariato,3,3,0.0,0.0,1.0,0.5,18
Ingo Börsting,Ingo Börsting,3,3,0.0,0.0,1.0,0.5,20
Hong-Linh Truong 0001,Hong-Linh Truong 0001,1,1,0.0,0.0,0.0,0.0,31
Raquel Martins,Raquel Martins,10,10,0.0,0.0,1.0,0.5,2
Marco Pereira,Marco Pereira,10,10,0.0,0.0,1.0,0.5,2
Somayeh Malakuti,Somayeh Malakuti,5,5,0.0,0.0,1.0,0.5,8
Shafiq-Ur Rehman,Shafiq-Ur Rehman,3,3,0.0,0.0,1.0,0.5,20
Nabor C. Mendonça,Nabor C. Mendonça,3,3,0.0,0.0,1.0,0.5,17
Helena Rodrigues 0001,Helena Rodrigues 0001,10,10,0.0,0.0,1.0,0.5,2
Chouki Tibermacine,Chouki Tibermacine,3,3,0.0,0.0,1.0,0.5,14
Maximilian Eckert,Maximilian Eckert,3,3,0.0,0.0,1.0,0.5,19
Katja Tuma,Katja Tuma,3,3,0.0,0.0,1.0,0.5,18
Luís Nunes,Luís Nunes,2,2,0.0,0.0,1.0,0.5,25
Juergen Musil,Juergen Musil,3,3,0.0,0.0,1.0,0.5,3
Gastón Márquez,Gastón Márquez,1,1,0.0,0.0,0.0,0.0,15
Tijmen de Jong,Tijmen de Jong,1,1,0.0,0.0,0.0,0.0,32
Margret Plank,Margret Plank,2,2,0.0,0.0,1.0,0.5,26
Cristina Casado-Lumbreras,Cristina Casado-Lumbreras,1,1,0.0,0.0,0.0,0.0,33
Anna Wingkvist,Anna Wingkvist,2,4,0.0,0.0,1.0,1.0,27
