name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Hongyu Zhang 0002,Hongyu Zhang 0002,41,45,0.02239132479279035,0.023149970296977754,0.1353658536585366,0.050836403474284995,0
David Lo 0001,David Lo 0001,25,26,0.019775905845116137,0.020865588362082056,0.15333333333333332,0.05407418827903021,0
Dongmei Zhang 0001,Dongmei Zhang 0001,19,19,0.02040984842599177,0.0199654833245296,0.30409356725146197,0.10237785984364473,0
Lingming Zhang 0001,Lingming Zhang 0001,22,29,0.01712694614203044,0.017124606329460786,0.2943722943722944,0.1339910533542443,0
Anjiang Wei,Anjiang Wei,8,8,0.014434640361308364,0.014434640361308364,0.4642857142857143,0.15476190476190474,0
Junjie Chen 0003,Junjie Chen 0003,21,21,0.013869496117542589,0.013486475201848574,0.3142857142857143,0.10728042819177318,0
Michael R. Lyu,Michael R. Lyu,13,14,0.012102299496752376,0.012962888961829903,0.358974358974359,0.12632276196311643,0
Tao Xie 0001,Tao Xie 0001,21,22,0.012935838622073845,0.012935838622073845,0.3523809523809524,0.12406148698145708,0
Thomas Zimmermann 0001,Thomas Zimmermann 0001,14,15,0.009429576825174618,0.010318031330854401,0.26373626373626374,0.09429250849736914,0
Xin Xia 0001,Xin Xia 0001,21,24,0.010636750768988798,0.01003364497654219,0.22857142857142856,0.08589413024117303,0
Yan Liu,Yan Liu,24,25,0.01048375635203354,0.009443513475771546,0.20652173913043478,0.07197972282481731,0
Xin Peng 0001,Xin Peng 0001,13,15,0.00974635399170992,0.008705821994742055,0.4358974358974359,0.16113869081498583,0
Jian-Guang Lou,Jian-Guang Lou,9,9,0.008501883476838397,0.008501883476838397,0.4444444444444444,0.15296150092397914,0
Zongjie Li,Zongjie Li,12,12,0.007559841480899402,0.007914759863982768,0.45454545454545453,0.15282788409037815,0
Anita Sarma,Anita Sarma,14,17,0.007138439791501019,0.007364807880736562,0.3076923076923077,0.13110429667302384,0
Li Li 0029,Li Li 0029,12,14,0.007361686409687096,0.005973515675980106,0.30303030303030304,0.11787519923764574,0
John C. Grundy,John C. Grundy,12,14,0.006596945621475492,0.005958828344121871,0.25757575757575757,0.0987854863604507,0
Yue Yu 0001,Yue Yu 0001,23,26,0.005520759878603999,0.005520759878603999,0.28063241106719367,0.10468819769142601,0
Shing-Chi Cheung,Shing-Chi Cheung,15,16,0.005160804599794782,0.005160804599794782,0.34285714285714286,0.12088688380685392,0
Chunyang Chen 0001,Chunyang Chen 0001,11,13,0.004307320276064015,0.004307320276064015,0.3090909090909091,0.10728588254668049,0
Zeyu Sun 0004,Zeyu Sun 0004,11,11,0.00399160046525304,0.00399160046525304,0.45454545454545453,0.1562409887859674,0
Qing Wang 0001,Qing Wang 0001,15,17,0.004117686005083317,0.0038643873546698585,0.42857142857142855,0.1579242471437656,0
Sen Nie,Sen Nie,14,15,0.003633565773989966,0.003820609316931265,0.5604395604395604,0.2154753661475973,0
