name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Patrizio Pelliccione,Patrizio Pelliccione,14,14,0.006517231164214475,0.006517231164214475,0.2967032967032967,0.07417582417582418,0
Karthik Vaidhyanathan,Karthik Vaidhyanathan,16,22,0.0029870642835983013,0.0029870642835983013,0.21666666666666667,0.07062253280921478,1
Leonardo Mariani,Leonardo Mariani,8,8,0.002764885948454626,0.002764885948454626,0.42857142857142855,0.10714285714285714,0
Alessio Bucaioni,Alessio Bucaioni,8,8,0.002764885948454626,0.002764885948454626,0.42857142857142855,0.10714285714285714,0
Tiziano Santilli,Tiziano Santilli,7,7,0.0021724103880714917,0.0021724103880714917,0.42857142857142855,0.10714285714285714,0
Justus Bogner,Justus Bogner,10,12,0.0020517209220675204,0.0020517209220675204,0.26666666666666666,0.08088625721871798,2
Patricia Lago,Patricia Lago,9,15,0.0014098723983191248,0.0009655157280317742,0.4166666666666667,0.15983592818749984,2
Anne Koziolek,Anne Koziolek,9,10,0.0007899674138441789,0.0007899674138441789,0.5,0.13168119215345248,3
Markus Funke,Markus Funke,8,12,0.00030720954982829175,0.0006253908692933084,0.4642857142857143,0.17311864649510975,2
Georgios Bouloukakis,Georgios Bouloukakis,10,12,0.0006144190996565835,0.0006144190996565835,0.4666666666666667,0.13955029221521376,4
Sushant Kumar Pandey,Sushant Kumar Pandey,7,7,0.00039498370692208945,0.00039498370692208945,0.42857142857142855,0.10714285714285714,5
Heiko Koziolek,Heiko Koziolek,6,9,0.0002962377801915671,0.0002962377801915671,0.4,0.15,7
Sebastian Weber 0001,Sebastian Weber 0001,8,10,0.00026332247128139295,0.00026332247128139295,0.6428571428571429,0.18835488385849872,3
Thomas Weber 0006,Thomas Weber 0006,8,10,0.00026332247128139295,0.00026332247128139295,0.6428571428571429,0.18835488385849875,3
Mikkel Baun Kjærgaard,Mikkel Baun Kjærgaard,4,4,0.00019749185346104473,0.00019749185346104473,0.3333333333333333,0.08333333333333333,10
Sune Chung Jepsen,Sune Chung Jepsen,3,3,0.00013166123564069647,0.00013166123564069647,0.3333333333333333,0.08333333333333333,10
Ajay Kattepur,Ajay Kattepur,8,10,8.777415709379765e-05,8.777415709379765e-05,0.7142857142857143,0.21534868391730783,4
Houssam Hajj Hassan,Houssam Hajj Hassan,8,10,8.777415709379765e-05,8.777415709379765e-05,0.7142857142857143,0.2153486839173078,4
Grace A. Lewis,Grace A. Lewis,5,6,6.583061782034824e-05,6.583061782034824e-05,0.6,0.1759921049894873,11
Ipek Ozkaya,Ipek Ozkaya,5,6,6.583061782034824e-05,6.583061782034824e-05,0.6,0.1759921049894873,11
Ilja Heitlager,Ilja Heitlager,6,7,3.291530891017412e-05,6.583061782034824e-05,0.6666666666666666,0.2061194033608803,2
Shubham Kulkarni,Shubham Kulkarni,4,5,3.291530891017412e-05,3.291530891017412e-05,0.6666666666666666,0.1991567979035258,1
Anuradha Vattem,Anuradha Vattem,7,10,2.468648168263059e-05,2.468648168263059e-05,0.8571428571428571,0.2871315785564104,1
Deepak Gangadharan,Deepak Gangadharan,7,10,2.468648168263059e-05,2.468648168263059e-05,0.8571428571428571,0.28713157855641047,1
Gaurav Pal,Gaurav Pal,7,10,2.468648168263059e-05,2.468648168263059e-05,0.8571428571428571,0.2871315785564104,1
Iffat Fatima,Iffat Fatima,4,5,0.0,1.0971769636724706e-05,0.8333333333333334,0.285305087577628,2
Hendrik Linka,Hendrik Linka,5,5,0.0,0.0,1.0,0.25,9
Aman Gupta,Aman Gupta,1,1,0.0,0.0,0.0,0.0,40
Tirtha Kaloor,Tirtha Kaloor,1,1,0.0,0.0,0.0,0.0,41
Pawel Wójcik,Pawel Wójcik,2,2,0.0,0.0,1.0,0.25,2
Pranay Chawhan,Pranay Chawhan,2,2,0.0,0.0,1.0,0.25,31
Shrikara Arun,Shrikara Arun,3,3,0.0,0.0,1.0,0.25,1
Sridhar Chimalakonda,Sridhar Chimalakonda,1,1,0.0,0.0,0.0,0.0,42
Ashish Ranjan,Ashish Ranjan,3,3,0.0,0.0,1.0,0.25,5
André van Hoorn,André van Hoorn,1,1,0.0,0.0,0.0,0.0,43
Rachel A. Brower-Sinning,Rachel A. Brower-Sinning,3,3,0.0,0.0,1.0,0.27166008749123943,11
Ashkan Sami,Ashkan Sami,1,1,0.0,0.0,0.0,0.0,44
Prakhar Jain,Prakhar Jain,3,3,0.0,0.0,1.0,0.27166008749123943,1
Georg Fröch,Georg Fröch,3,3,0.0,0.0,1.0,0.25,18
Oliviero Riganelli,Oliviero Riganelli,4,4,0.0,0.0,1.0,0.25,0
Muhammad Taimoor Khan 0001,Muhammad Taimoor Khan 0001,3,3,0.0,0.0,1.0,0.25,19
Luca Berardinelli,Luca Berardinelli,4,4,0.0,0.0,1.0,0.25,0
Raghav Donakanti,Raghav Donakanti,3,3,0.0,0.0,1.0,0.27166008749123943,1
Philipp Pobitzer,Philipp Pobitzer,3,3,0.0,0.0,1.0,0.25,18
Nikolaos Mittas,Nikolaos Mittas,5,5,0.0,0.0,1.0,0.25,12
Philipp Zech,Philipp Zech,3,3,0.0,0.0,1.0,0.25,18
William Appleton Coolidge,William Appleton Coolidge,2,2,0.0,0.0,1.0,0.25,10
VJS Pranavasri,VJS Pranavasri,6,6,0.0,0.0,1.0,0.2759921049894873,1
Robert Heinrich,Robert Heinrich,3,3,0.0,0.0,1.0,0.2868541308589507,3
Dolors Costal,Dolors Costal,3,3,0.0,0.0,1.0,0.25,16
Vittorio Cortellessa,Vittorio Cortellessa,2,2,0.0,0.0,1.0,0.31498026247371824,28
Daniel Abajirov,Daniel Abajirov,4,4,0.0,0.0,1.0,0.25,2
Valentina Lenarduzzi,Valentina Lenarduzzi,3,3,0.0,0.0,1.0,0.25,17
Uwe Zdun,Uwe Zdun,2,2,0.0,0.0,1.0,0.25,29
Kostas Magoutis,Kostas Magoutis,2,2,0.0,0.0,1.0,0.25,4
Emilie Anthony,Emilie Anthony,3,3,0.0,0.0,1.0,0.25,0
Aleandro Mifsud,Aleandro Mifsud,2,2,0.0,0.0,1.0,0.25,33
Manuel Wimmer,Manuel Wimmer,4,4,0.0,0.0,1.0,0.25,0
Manuel Merkel,Manuel Merkel,4,4,0.0,0.0,1.0,0.25,2
George Loukas,George Loukas,3,3,0.0,0.0,1.0,0.25,19
Michael Riegler 0002,Michael Riegler 0002,2,2,0.0,0.0,1.0,0.25,32
Y. Raghu Reddy,Y. Raghu Reddy,3,3,0.0,0.0,1.0,0.25,7
Suman Roychoudhury,Suman Roychoudhury,3,3,0.0,0.0,1.0,0.25,21
Indika Kumara,Indika Kumara,5,9,0.0,0.0,1.0,0.42599210498948725,13
Apostolos Ampatzoglou,Apostolos Ampatzoglou,5,5,0.0,0.0,1.0,0.25,12
Chouki Tibermacine,Chouki Tibermacine,3,3,0.0,0.0,1.0,0.25,23
Qinghua Lu 0001,Qinghua Lu 0001,5,5,0.0,0.0,1.0,0.25,8
Xiaozhou Li 0002,Xiaozhou Li 0002,3,3,0.0,0.0,1.0,0.25,17
A. Eashaan Rao,A. Eashaan Rao,1,1,0.0,0.0,0.0,0.0,42
Kaushik Nandy,Kaushik Nandy,3,6,0.0,0.0,1.0,0.5,22
Santiago del Rey,Santiago del Rey,3,3,0.0,0.0,1.0,0.25,16
