name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Anne Koziolek,Anne Koziolek,7,7,0.0011106540518305223,0.0011106540518305223,0.42857142857142855,0.22047431071178267,0
Mohamad Kassab,Mohamad Kassab,10,11,0.0009666803784450842,0.0009666803784450842,0.4222222222222222,0.22843918110410266,2
Rick Kazman,Rick Kazman,8,11,0.0008638420403126285,0.0008638420403126285,0.4642857142857143,0.2857142857142857,4
Patrizia Scandurra,Patrizia Scandurra,8,8,0.0008638420403126285,0.0008638420403126285,0.4642857142857143,0.23214285714285715,3
Raffaela Mirandola,Raffaela Mirandola,7,7,0.0006581653640477169,0.0006581653640477169,0.5238095238095238,0.2619047619047619,3
Damian A. Tamburri,Damian A. Tamburri,7,7,0.0006581653640477169,0.0006581653640477169,0.5238095238095238,0.2619047619047619,4
Maximilian Walter,Maximilian Walter,8,9,0.0006170300287947346,0.0006170300287947346,0.5714285714285714,0.3228458642706961,0
Robert Heinrich,Robert Heinrich,8,9,0.0006170300287947346,0.0006170300287947346,0.5714285714285714,0.3228458642706961,0
Ludovico Iovino,Ludovico Iovino,8,8,0.0004936240230357877,0.0004936240230357877,0.4642857142857143,0.23214285714285715,1
Patricia Lago,Patricia Lago,6,6,0.0004524886877828054,0.0004524886877828054,0.26666666666666666,0.13333333333333333,6
Patrizio Pelliccione,Patrizio Pelliccione,7,7,0.00034965034965034965,0.00034965034965034965,0.47619047619047616,0.23809523809523808,1
Alessio Bucaioni,Alessio Bucaioni,7,7,0.00034965034965034965,0.00034965034965034965,0.47619047619047616,0.23809523809523808,1
Federico Ciccozzi,Federico Ciccozzi,6,7,0.00026737967914438503,0.00026737967914438503,0.4666666666666667,0.2679894733193164,7
Hye-Young Paik,Hye-Young Paik,8,9,0.00024681201151789385,0.00024681201151789385,0.5714285714285714,0.3182044169511448,5
Liming Zhu 0001,Liming Zhu 0001,8,9,0.00024681201151789385,0.00024681201151789385,0.5714285714285714,0.3182044169511449,5
Petr Hnetynka,Petr Hnetynka,6,7,0.00020567667626491154,0.00020567667626491154,0.7333333333333333,0.4186508766456412,0
Tomás Bures,Tomás Bures,6,7,0.00020567667626491154,0.00020567667626491154,0.7333333333333333,0.4186508766456412,0
Daniele Di Pompeo,Daniele Di Pompeo,4,5,0.00012340600575894693,0.00012340600575894693,0.5,0.25,13
Giuseppe Destefanis,Giuseppe Destefanis,7,8,0.00010283833813245577,0.00010283833813245577,0.7619047619047619,0.4180839595087913,2
Malvina Latifaj,Malvina Latifaj,5,6,6.170300287947346e-05,6.170300287947346e-05,0.7,0.4019842099789746,7
Marwan Zeggari,Marwan Zeggari,3,3,0.0,0.0,1.0,0.5,2
Paris Avgeriou,Paris Avgeriou,2,2,0.0,0.0,1.0,0.5,27
Paulo A. C. Aguilar,Paulo A. C. Aguilar,2,2,0.0,0.0,1.0,0.5,25
Mahyar Tourchi Moghaddam,Mahyar Tourchi Moghaddam,2,2,0.0,0.0,1.0,0.5,26
Lucas F. Mendes,Lucas F. Mendes,2,2,0.0,0.0,1.0,0.5,25
Uwe Zdun,Uwe Zdun,3,3,0.0,0.0,1.0,0.5,17
Maurizio Pizzonia,Maurizio Pizzonia,3,3,0.0,0.0,1.0,0.5,16
Jingpeng Tang,Jingpeng Tang,4,4,0.0,0.0,1.0,0.5,10
Yuliang Zheng 0001,Yuliang Zheng 0001,1,1,0.0,0.0,0.0,0.0,38
Daniel Lehner,Daniel Lehner,3,3,0.0,0.0,1.0,0.5,15
Tomi Männistö,Tomi Männistö,2,2,0.0,0.0,1.0,0.5,29
Aline Beatriz Kammer,Aline Beatriz Kammer,3,3,0.0,0.0,1.0,0.5,19
Eduardo Guerra 0001,Eduardo Guerra 0001,1,1,0.0,0.0,0.0,0.0,39
Javier Gonzalez-Huerta,Javier Gonzalez-Huerta,2,2,0.0,0.0,1.0,0.5,28
David B. Smith 0001,David B. Smith 0001,5,5,0.0,0.0,1.0,0.5129960524947437,5
Jan Bosch,Jan Bosch,5,5,0.0,0.0,1.0,0.5,8
Tiago Rocha,Tiago Rocha,2,2,0.0,0.0,1.0,0.5,30
Maryam Razavian,Maryam Razavian,3,3,0.0,0.0,1.0,0.5,6
Lynn Thackeray,Lynn Thackeray,4,4,0.0,0.0,1.0,0.5,10
Daniel Sokolowski,Daniel Sokolowski,1,1,0.0,0.0,0.0,0.0,41
Fabio Moretti,Fabio Moretti,3,3,0.0,0.0,1.0,0.5,3
Céline Madeleine Aldenhoven,Céline Madeleine Aldenhoven,1,1,0.0,0.0,0.0,0.0,42
Carlos E. Cuesta,Carlos E. Cuesta,3,3,0.0,0.0,1.0,0.5,17
