name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Nafise Eskandani,Nafise Eskandani,1,1,0.0,0.0,0.0,0.0,32
Sebastian Copei,Sebastian Copei,1,1,0.0,0.0,0.0,0.0,31
Livia Lestingi,Livia Lestingi,5,5,0.0,0.0,1.0,0.5,10
George Loukas,George Loukas,5,5,0.0,0.0,1.0,0.5,9
Xiaozhou Li 0002,Xiaozhou Li 0002,5,5,0.0,0.0,1.0,0.5129960524947437,0
Joshua Ammermann,Joshua Ammermann,3,3,0.0,0.0,1.0,0.6299605249474365,13
Matteo G. Rossi,Matteo G. Rossi,5,5,0.0,0.0,1.0,0.5,10
Niklas Braun,Niklas Braun,8,8,0.0,0.0,1.0,0.5,3
Nianyu Li,Nianyu Li,6,6,0.0,0.0,1.0,0.5,1
Marcello M. Bersani,Marcello M. Bersani,5,5,0.0,0.0,1.0,0.5,10
Chouki Tibermacine,Chouki Tibermacine,3,3,0.0,0.0,1.0,0.5,22
Fahed Alkhabbas,Fahed Alkhabbas,3,3,0.0,0.0,1.0,0.5,2
Michele Tucci 0001,Michele Tucci 0001,3,3,0.0,0.0,1.0,0.5,6
M. Alireza Hakamian,M. Alireza Hakamian,3,3,0.0,0.0,1.0,0.5,8
Salah Sadou,Salah Sadou,3,3,0.0,0.0,1.0,0.5,22
Razieh Alidoosti,Razieh Alidoosti,4,4,0.0,0.0,1.0,0.5,2
Belén Vela,Belén Vela,1,1,0.0,0.0,0.0,0.0,36
Arjan Dekker,Arjan Dekker,3,3,0.0,0.0,1.0,0.5,23
Giovanni Stilo,Giovanni Stilo,5,8,0.0,0.0,1.0,0.7279763149684618,11
Matteo Camilli,Matteo Camilli,5,5,0.0,0.0,1.0,0.5,10
Alexander Chatzigeorgiou,Alexander Chatzigeorgiou,4,4,0.0,0.0,1.0,0.5,12
Henry Muccini,Henry Muccini,1,1,0.0,0.0,0.0,0.0,37
Raffaela Mirandola,Raffaela Mirandola,5,5,0.0,0.0,1.0,0.5,10
Tao Yue 0002,Tao Yue 0002,3,3,0.0,0.0,1.0,0.5,18
Sahar Ahmadisakha,Sahar Ahmadisakha,1,1,0.0,0.0,0.0,0.0,35
Sune Chung Jepsen,Sune Chung Jepsen,1,1,0.0,0.0,0.0,0.0,33
Damian A. Tamburri,Damian A. Tamburri,1,1,0.0,0.0,0.0,0.0,34
Rebekka Wohlrab,Rebekka Wohlrab,2,2,0.0,0.0,1.0,0.5,6
Bernardo Andrade,Bernardo Andrade,2,2,0.0,0.0,1.0,0.5,14
Samuel Santos,Samuel Santos,2,2,0.0,0.0,1.0,0.5,14
Rutger van Beek,Rutger van Beek,8,8,0.0,0.0,1.0,0.5,3
Renaud Pawlak,Renaud Pawlak,3,3,0.0,0.0,1.0,0.5,19
Yanja Dajsuren,Yanja Dajsuren,2,2,0.0,0.0,1.0,0.5,28
Vito Walter Anelli,Vito Walter Anelli,3,3,0.0,0.0,1.0,0.5,24
Jean Marie Dembele,Jean Marie Dembele,5,5,0.0,0.0,1.0,0.5,9
Rana Fakeeh,Rana Fakeeh,4,4,0.0,0.0,1.0,0.5,16
Ali Jannatpour,Ali Jannatpour,2,2,0.0,0.0,1.0,0.5,30
Axel-Frederik Brand,Axel-Frederik Brand,2,2,0.0,0.0,1.0,0.5,8
Constantinos Constantinides,Constantinos Constantinides,2,2,0.0,0.0,1.0,0.5,30
Juan Manuel Murillo,Juan Manuel Murillo,5,5,0.0,0.0,1.0,0.5,7
Md Showkat Hossain Chy,Md Showkat Hossain Chy,7,7,0.0,0.0,1.0,0.5061885964260684,0
Daniele Di Pompeo,Daniele Di Pompeo,3,3,0.0,0.0,1.0,0.5,6
Zohreh Mehrafrooz,Zohreh Mehrafrooz,2,2,0.0,0.0,1.0,0.5,30
Sergio Laso,Sergio Laso,5,5,0.0,0.0,1.0,0.5,7
Julian Brott,Julian Brott,3,3,0.0,0.0,1.0,0.5,8
Nour Ali,Nour Ali,4,4,0.0,0.0,1.0,0.5,16
Nico Peter,Nico Peter,3,3,0.0,0.0,1.0,0.5,25
Zhenyu Mao,Zhenyu Mao,6,6,0.0,0.0,1.0,0.5,1
Antinisca Di Marco,Antinisca Di Marco,5,8,0.0,0.0,1.0,0.7279763149684619,11
Paul Davidsson,Paul Davidsson,3,3,0.0,0.0,1.0,0.5,2
Romina Spalazzese,Romina Spalazzese,3,3,0.0,0.0,1.0,0.5,2
Ludovico Iovino,Ludovico Iovino,4,4,0.0,0.0,1.0,0.5,2
Pablo Oliveira Antonino,Pablo Oliveira Antonino,4,4,0.0,0.0,1.0,0.5,1
Felipe Cerezo,Felipe Cerezo,1,1,0.0,0.0,0.0,0.0,36
Patrizia Scandurra,Patrizia Scandurra,5,5,0.0,0.0,1.0,0.5,10
Patrick E. Harris,Patrick E. Harris,7,7,0.0,0.0,1.0,0.5061885964260684,0
Javier Troya,Javier Troya,5,5,0.0,0.0,1.0,0.5,7
Richard Doornbos,Richard Doornbos,8,8,0.0,0.0,1.0,0.5,3
Gabriel Breuil,Gabriel Breuil,3,3,0.0,0.0,1.0,0.5,19
Jialong Li 0001,Jialong Li 0001,6,6,0.0,0.0,1.0,0.5,1
Lylian Siffre,Lylian Siffre,3,3,0.0,0.0,1.0,0.5,19
Tommaso Di Noia,Tommaso Di Noia,3,3,0.0,0.0,1.0,0.5,24
Mohamed Soliman 0001,Mohamed Soliman 0001,3,3,0.0,0.0,1.0,0.5,23
Sarah Druyts,Sarah Druyts,3,3,0.0,0.0,1.0,0.5,23
Markus Funke,Markus Funke,1,1,0.0,0.0,0.0,0.0,2
Michelantonio Trizio,Michelantonio Trizio,3,3,0.0,0.0,1.0,0.5,24
Enxhi Ferko,Enxhi Ferko,3,3,0.0,0.0,1.0,0.5,20
Andrea D'Angelo,Andrea D'Angelo,5,5,0.0,0.0,1.0,0.5779763149684618,11
Roberta Capuano,Roberta Capuano,1,1,0.0,0.0,0.0,0.0,37
Hüseyin Ünlü,Hüseyin Ünlü,3,3,0.0,0.0,1.0,0.5,21
Sebastian Hahner,Sebastian Hahner,3,3,0.0,0.0,1.0,0.5,5
Felipe Restrepo-Calle,Felipe Restrepo-Calle,3,3,0.0,0.0,1.0,0.5,22
Klara Borowa,Klara Borowa,4,4,0.0,0.0,1.0,0.5,17
Giordano d'Aloisio,Giordano d'Aloisio,5,8,0.0,0.0,1.0,0.7279763149684618,11
Julian Thorpe,Julian Thorpe,4,4,0.0,0.0,1.0,0.5,4
Anne Koziolek,Anne Koziolek,3,3,0.0,0.0,1.0,0.5,25
Jan-Willem Bikker,Jan-Willem Bikker,8,8,0.0,0.0,1.0,0.5,3
Koen Yskout,Koen Yskout,2,2,0.0,0.0,1.0,0.5,29
Wouter Joosen,Wouter Joosen,2,2,0.0,0.0,1.0,0.5,29
Jacopo Soldani,Jacopo Soldani,5,5,0.0,0.0,1.0,0.5129960524947437,0
Ralf H. Reussner,Ralf H. Reussner,2,2,0.0,0.0,1.0,0.5,5
Nuha Alshuqayran,Nuha Alshuqayran,4,4,0.0,0.0,1.0,0.5,16
Amirali Amiri,Amirali Amiri,1,1,0.0,0.0,0.0,0.0,26
Potito Aghilar,Potito Aghilar,3,3,0.0,0.0,1.0,0.5,24
Patryk Stradomski,Patryk Stradomski,4,4,0.0,0.0,1.0,0.5,17
Faheem Ullah,Faheem Ullah,1,1,0.0,0.0,0.0,0.0,4
Carlos Canal,Carlos Canal,5,5,0.0,0.0,1.0,0.5,7
Jan Keim,Jan Keim,3,3,0.0,0.0,1.0,0.5,25
Rafal Lewanczyk,Rafal Lewanczyk,4,4,0.0,0.0,1.0,0.5,17
Moris Behnam,Moris Behnam,3,3,0.0,0.0,1.0,0.5,20
Priyanka Karkhanis,Priyanka Karkhanis,2,2,0.0,0.0,1.0,0.5,28
Jesse Maarleveld,Jesse Maarleveld,3,3,0.0,0.0,1.0,0.5,23
Jeisson Vergara-Vargas,Jeisson Vergara-Vargas,3,3,0.0,0.0,1.0,0.5,22
Nikolaos Nikolaidis 0003,Nikolaos Nikolaidis 0003,4,4,0.0,0.0,1.0,0.5,12
Alessio Bucaioni,Alessio Bucaioni,3,3,0.0,0.0,1.0,0.5,20
Torben Worm,Torben Worm,1,1,0.0,0.0,0.0,0.0,33
Georgia Sakellari,Georgia Sakellari,5,5,0.0,0.0,1.0,0.5,9
Seth Leslie,Seth Leslie,4,4,0.0,0.0,1.0,0.5,4
Klaudia Stpiczynska,Klaudia Stpiczynska,4,4,0.0,0.0,1.0,0.5,17
Iffat Fatima,Iffat Fatima,1,1,0.0,0.0,0.0,0.0,2
Luciano Baresi,Luciano Baresi,1,1,0.0,0.0,0.0,0.0,34
Lauren Adams,Lauren Adams,7,7,0.0,0.0,1.0,0.5061885964260684,0
Amr S. Abdelfattah,Amr S. Abdelfattah,7,7,0.0,0.0,1.0,0.5061885964260684,0
Francesca Marzi,Francesca Marzi,5,8,0.0,0.0,1.0,0.7279763149684618,11
Javier Berrocal,Javier Berrocal,5,5,0.0,0.0,1.0,0.5,7
Claudia Raibulet,Claudia Raibulet,1,1,0.0,0.0,0.0,0.0,38
Antonio Brogi,Antonio Brogi,5,5,0.0,0.0,1.0,0.5129960524947437,0
Christos Tsigkanos,Christos Tsigkanos,6,6,0.0,0.0,1.0,0.5,1
David Garlan,David Garlan,2,2,0.0,0.0,1.0,0.5,6
Vasilios Andrikopoulos,Vasilios Andrikopoulos,1,1,0.0,0.0,0.0,0.0,35
Diana Di Marco,Diana Di Marco,5,5,0.0,0.0,1.0,0.5779763149684618,11
Yves Richard Kirschner,Yves Richard Kirschner,3,3,0.0,0.0,1.0,0.5,25
Julie Marie Gjøby,Julie Marie Gjøby,3,3,0.0,0.0,1.0,0.5,18
Sten Grüner,Sten Grüner,1,1,0.0,0.0,0.0,0.0,32
Onur Demirörs,Onur Demirörs,3,3,0.0,0.0,1.0,0.5,21
Elias Modrakowski,Elias Modrakowski,8,8,0.0,0.0,1.0,0.5,3
Zakaria Sawadogo,Zakaria Sawadogo,5,5,0.0,0.0,1.0,0.5,9
Mehrnoush Hajnorouzi,Mehrnoush Hajnorouzi,8,8,0.0,0.0,1.0,0.5,3
Victor Prokhorenko,Victor Prokhorenko,2,2,0.0,0.0,1.0,0.5,4
Maximilian Walter,Maximilian Walter,2,2,0.0,0.0,1.0,0.5,5
Alexander Bakhtin,Alexander Bakhtin,5,5,0.0,0.0,1.0,0.5129960524947437,0
Hendrik Jilderda,Hendrik Jilderda,1,1,0.0,0.0,0.0,0.0,38
Thoybur Rohman,Thoybur Rohman,4,4,0.0,0.0,1.0,0.5,16
