name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
David Lo 0001,David Lo 0001,140,252,0.1267253155480017,0.1021635876332714,0.027029804727646455,0.002860180676016257,0
Yan Liu,Yan Liu,176,295,0.20750393041331,0.08483573190983837,0.021883116883116883,0.0017985848758733697,0
Christoph Treude,Christoph Treude,66,97,0.03014990867977895,0.06547568100087868,0.04755244755244755,0.0037662336080903176,0
Rick Kazman,Rick Kazman,71,129,0.15666568618454565,0.06435738028194529,0.03299798792756539,0.0037128069799176678,0
Thomas Zimmermann 0001,Thomas Zimmermann 0001,53,81,0.0524974285447521,0.050942121330744515,0.05224963715529753,0.0036954691905323922,0
Hongyu Zhang 0002,Hongyu Zhang 0002,173,285,0.06973949559162716,0.044623817224541444,0.03085092082269122,0.0026355198386449207,0
Xiapu Luo,Xiapu Luo,80,102,0.03026155644585426,0.04185242151830743,0.04113924050632911,0.002823262842374182,0
Christian Kästner,Christian Kästner,68,105,0.06255541583665601,0.04116309381590531,0.025899912203687446,0.00205344169570494,0
Nenad Medvidovic,Nenad Medvidovic,52,87,0.019704338294801813,0.03930696443205347,0.0444947209653092,0.0036168369345966032,0
Mike Papadakis,Mike Papadakis,46,81,0.06599630990155536,0.03795972478994251,0.04830917874396135,0.004951370794581241,0
Mark Harman,Mark Harman,61,107,0.044552187335223085,0.034348805063108986,0.08032786885245902,0.0069586796225579554,0
Xin Xia 0001,Xin Xia 0001,94,204,0.11303950624098101,0.03373747966580168,0.05101807366735301,0.006246181378878768,0
Lu Zhang 0023,Lu Zhang 0023,45,68,0.021860915850444522,0.0316459840327989,0.047474747474747475,0.0033231152984636763,0
John C. Grundy,John C. Grundy,77,106,0.04141691224114075,0.030684043081277285,0.036568694463431306,0.002654554772810365,0
Zhendong Su 0001,Zhendong Su 0001,66,81,0.03246366382665623,0.029869937598808727,0.05407925407925408,0.0034959577379258654,0
Chunyang Chen 0001,Chunyang Chen 0001,62,117,0.057438370317010365,0.029419798817675077,0.05764145954521417,0.0054261948897876035,0
Junjie Chen 0003,Junjie Chen 0003,87,137,0.042311581440828805,0.028585079265053284,0.03982892274792836,0.0033159582657707894,0
Lingming Zhang 0001,Lingming Zhang 0001,65,97,0.018476044123827622,0.027849702330332193,0.02548076923076923,0.0016743558603967766,0
Ahmed E. Hassan,Ahmed E. Hassan,49,87,0.05081818269369125,0.027666207717470703,0.06887755102040816,0.006487477200393806,0
Annibale Panichella,Annibale Panichella,43,69,0.03251571197963118,0.0258185909025148,0.03875968992248062,0.0033192440331470045,0
Zibin Zheng,Zibin Zheng,73,99,0.016447483606977058,0.0252362790536821,0.0319634703196347,0.0023146591468666106,0
Anita Sarma,Anita Sarma,65,117,0.04915048778372576,0.025170469128093172,0.06490384615384616,0.0064357733848042515,0
Jun Sun 0001,Jun Sun 0001,66,99,0.025296849864174843,0.02465300183646126,0.04801864801864802,0.00362178097547136,0
Tingting Yu 0001,Tingting Yu 0001,33,34,0.016828095710211297,0.024488475010635714,0.05303030303030303,0.002833010183337516,0
Ting Liu 0002,Ting Liu 0002,45,82,0.0043207581734983425,0.024038529539405114,0.09696969696969697,0.009208148493998418,0
Claire Le Goues,Claire Le Goues,43,72,0.018086214025833623,0.02372787946323015,0.029900332225913623,0.002637105201298199,0
Bram Adams,Bram Adams,42,49,0.009935967213650553,0.02289814818913504,0.015098722415795587,0.0008084422156315236,0
Margaret-Anne D. Storey,Margaret-Anne D. Storey,31,40,0.010733164086488714,0.022774889478221698,0.07311827956989247,0.005054341280227655,0
Alberto Bacchelli,Alberto Bacchelli,52,68,0.03603382409985061,0.022604086596557826,0.038461538461538464,0.0023377351874319242,0
Alexander Serebrenik,Alexander Serebrenik,52,75,0.0631935138980645,0.022287042067760082,0.04751131221719457,0.0037958096104314,0
Shing-Chi Cheung,Shing-Chi Cheung,56,90,0.023875000625199608,0.021912299849414053,0.08961038961038961,0.007221916252792393,0
Li Li 0029,Li Li 0029,56,95,0.04407413322317897,0.021610305393548804,0.08181818181818182,0.007244686836967951,0
Xiangyu Zhang 0001,Xiangyu Zhang 0001,70,108,0.017062607887047054,0.021487556205950015,0.0422360248447205,0.003505252278275227,0
Ivano Malavolta,Ivano Malavolta,53,89,0.035031932013091,0.0214525297364548,0.012336719883889695,0.0009522830486274765,0
Gordon Fraser 0001,Gordon Fraser 0001,61,106,0.023267515475605727,0.021235219247392956,0.03333333333333333,0.002611216150874342,0
Radu Calinescu,Radu Calinescu,53,67,0.006328148215775711,0.020763189852295163,0.023947750362844702,0.0015035015425421206,0
Ilias Gerostathopoulos,Ilias Gerostathopoulos,61,99,0.017361712418340617,0.02052631634757458,0.01912568306010929,0.0009643251515916782,0
Lei Ma 0003,Lei Ma 0003,64,85,0.01965076756105723,0.019720693445992546,0.036210317460317464,0.002821735150057617,0
Yuanfang Cai,Yuanfang Cai,55,98,0.016015013799709404,0.019666231477981057,0.04713804713804714,0.0056254055352671,0
Darko Marinov,Darko Marinov,30,37,0.008115198780744258,0.019665657918700265,0.10344827586206896,0.006032115736988651,0
Nachiappan Nagappan,Nachiappan Nagappan,31,34,0.00500637532053948,0.019282232792619994,0.09247311827956989,0.004881351528218435,0
Igor Fabio Steinmacher,Igor Fabio Steinmacher,68,141,0.04025341731175665,0.019076102679920375,0.06716417910447761,0.007916892733053838,0
Laurie A. Williams,Laurie A. Williams,50,75,0.017454875784690564,0.018816877421676603,0.029387755102040815,0.001969782578175265,0
Michael Pradel,Michael Pradel,48,56,0.014819622662472613,0.018640042810713266,0.01950354609929078,0.001021558999558097,0
Wei Yang 0013,Wei Yang 0013,32,41,0.008004910383887596,0.018264945950656537,0.034274193548387094,0.002249000060199815,0
Hui Liu 0003,Hui Liu 0003,30,38,0.006853577906934843,0.018241106531612237,0.06436781609195402,0.004314689092696929,0
Tim Menzies,Tim Menzies,23,34,0.008253455987812061,0.01817849075348637,0.08300395256916997,0.004415073559315115,0
Yiling Lou,Yiling Lou,46,53,0.004551830459424428,0.018064836869880755,0.06376811594202898,0.003561398351033549,0
