name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Paris Avgeriou,Paris Avgeriou,8,8,0.0014367816091954023,0.0014367816091954023,0.4642857142857143,0.11607142857142858,1
Brauner R. N. Oliveira,Brauner R. N. Oliveira,27,30,0.0005507662835249042,0.0005507662835249042,0.9344729344729344,0.2490842703649793,0
Elisa Yumi Nakagawa,Elisa Yumi Nakagawa,27,30,0.0005507662835249042,0.0005507662835249042,0.9344729344729344,0.2490842703649793,0
Lina Maria Garcés Rodriguez,Lina Maria Garcés Rodriguez,27,30,0.0005507662835249042,0.0005507662835249042,0.9344729344729344,0.24908427036497932,0
Tiago Volpato,Tiago Volpato,27,30,0.0005507662835249042,0.0005507662835249042,0.9344729344729344,0.24908427036497946,0
Catia Trubiani,Catia Trubiani,3,3,0.00028735632183908046,0.00028735632183908046,0.3333333333333333,0.08333333333333333,7
Maria Spichkova,Maria Spichkova,3,3,0.00028735632183908046,0.00028735632183908046,0.3333333333333333,0.08333333333333333,7
Mai Abusair,Mai Abusair,5,14,0.0005747126436781609,0.0002234993614303959,0.6,0.3965943886921032,4
Rainer Weinreich,Rainer Weinreich,6,7,0.00019157088122605365,0.00019157088122605365,0.7333333333333333,0.2049934208245727,2
Georg Buchgeher,Georg Buchgeher,6,7,0.00019157088122605365,0.00019157088122605365,0.7333333333333333,0.2049934208245727,2
Paola Inverardi,Paola Inverardi,4,5,0.0,9.578544061302682e-05,0.6666666666666666,0.285305087577628,4
Mohammad Sharaf,Mohammad Sharaf,4,12,0.0,3.192848020434227e-05,0.8333333333333334,0.5913023145732271,4
Henry Muccini,Henry Muccini,4,12,0.0,3.192848020434227e-05,0.8333333333333334,0.5913023145732271,4
Eoin Woods,Eoin Woods,1,1,0.0,0.0,0.0,0.0,25
Marcelo Benites Gonçalves,Marcelo Benites Gonçalves,26,26,0.0,0.0,1.0,0.2511996356148994,0
Silvia Bonfanti,Silvia Bonfanti,3,3,0.0,0.0,1.0,0.25,9
Roland Wingelhofer,Roland Wingelhofer,5,5,0.0,0.0,1.0,0.25649802624737184,2
Melinda Tóth,Melinda Tóth,2,2,0.0,0.0,1.0,0.25,14
Jennifer Pérez Benedí,Jennifer Pérez Benedí,1,1,0.0,0.0,0.0,0.0,28
Dewayne E. Perry,Dewayne E. Perry,1,1,0.0,0.0,0.0,0.0,27
