name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Jing Sun 0002,Jing Sun 0002,1,1,0.0,0.0,0.0,0.0,43
Sebastian Bock,Sebastian Bock,5,5,0.0,0.0,1.0,0.25,8
Vincenzo Grassi,Vincenzo Grassi,9,9,0.0,0.0,1.0,0.25,3
Jarett Tice,Jarett Tice,4,4,0.0,0.0,1.0,0.25,15
Hye-Young Paik,Hye-Young Paik,3,3,0.0,0.0,1.0,0.25,23
Josu Díaz-de-Arcaya,Josu Díaz-de-Arcaya,3,3,0.0,0.0,1.0,0.25,24
Claudio Guidi,Claudio Guidi,4,4,0.0,0.0,1.0,0.25,2
Thomas Kühn 0001,Thomas Kühn 0001,17,34,0.0,0.0,1.0,0.5009555920952017,0
Justus Bogner,Justus Bogner,5,10,0.0,0.0,1.0,0.5,5
Michel Muszynski,Michel Muszynski,3,3,0.0,0.0,1.0,0.25,22
Edgar Roberto Dulce Villarreal,Edgar Roberto Dulce Villarreal,4,4,0.0,0.0,1.0,0.25,16
Ana I. Torre-Bastida,Ana I. Torre-Bastida,3,3,0.0,0.0,1.0,0.25,24
Antony Tang,Antony Tang,4,4,0.0,0.0,1.0,0.25,12
Anas Shatnawi,Anas Shatnawi,4,4,0.0,0.0,1.0,0.25,17
Thomas Krousarlis,Thomas Krousarlis,5,5,0.0,0.0,1.0,0.25,1
Chiara Braghin,Chiara Braghin,9,9,0.0,0.0,1.0,0.25,3
Giorgio Cortiana,Giorgio Cortiana,4,4,0.0,0.0,1.0,0.25,13
Vijaya Teja Rayavarapu,Vijaya Teja Rayavarapu,1,1,0.0,0.0,0.0,0.0,44
Josef Spillner,Josef Spillner,4,4,0.0,0.0,1.0,0.25,2
Joseph Mikael,Joseph Mikael,2,2,0.0,0.0,1.0,0.25,27
Sandro Speth,Sandro Speth,2,2,0.0,0.0,1.0,0.25,34
Juan Bernabé-Moreno,Juan Bernabé-Moreno,4,4,0.0,0.0,1.0,0.25,13
F. Lo Presti,F. Lo Presti,9,9,0.0,0.0,1.0,0.25,3
Martin Becker,Martin Becker,7,7,0.0,0.0,1.0,0.25,4
Lorenzo Blasi,Lorenzo Blasi,4,4,0.0,0.0,1.0,0.25,18
Chouki Tibermacine,Chouki Tibermacine,2,2,0.0,0.0,1.0,0.25,28
Angelika Kaplan,Angelika Kaplan,17,34,0.0,0.0,1.0,0.5009555920952017,0
Salman Farhat,Salman Farhat,2,2,0.0,0.0,1.0,0.25,35
Katharina Großer,Katharina Großer,17,34,0.0,0.0,1.0,0.5009555920952017,0
Richard Mitchell,Richard Mitchell,4,4,0.0,0.0,1.0,0.25,15
Laurence Duchien,Laurence Duchien,2,2,0.0,0.0,1.0,0.25,35
Ahmet Soylu,Ahmet Soylu,5,5,0.0,0.0,1.0,0.25,1
Rick Kazman,Rick Kazman,3,3,0.0,0.0,1.0,0.25,21
Manuel Schönberger,Manuel Schönberger,3,3,0.0,0.0,1.0,0.25,19
Ersin Ersoy 0001,Ersin Ersoy 0001,1,1,0.0,0.0,0.0,0.0,42
Trey Burks,Trey Burks,4,4,0.0,0.0,1.0,0.25,15
Su Yen Chia,Su Yen Chia,3,3,0.0,0.0,1.0,0.25,23
Srinivas Pinisetty,Srinivas Pinisetty,1,2,0.0,0.0,0.0,0.0,45
Pascal Zaragoza,Pascal Zaragoza,4,4,0.0,0.0,1.0,0.25,17
Nelly Bencomo,Nelly Bencomo,4,4,0.0,0.0,1.0,0.25,2
Mahmood al-Doori,Mahmood al-Doori,17,34,0.0,0.0,1.0,0.5009555920952017,0
Colin Kai-Uwe Becker,Colin Kai-Uwe Becker,5,5,0.0,0.0,1.0,0.25,8
Eduardo Martins Guerra,Eduardo Martins Guerra,5,10,0.0,0.0,1.0,0.5,5
Binish Tanveer,Binish Tanveer,2,2,0.0,0.0,1.0,0.25,32
Ajay Bandi,Ajay Bandi,4,4,0.0,0.0,1.0,0.25,16
Alfonso Pierantonio,Alfonso Pierantonio,9,9,0.0,0.0,1.0,0.25,3
Corey O'Meara,Corey O'Meara,4,4,0.0,0.0,1.0,0.25,13
Ingo Weber,Ingo Weber,3,3,0.0,0.0,1.0,0.25,21
Thatiane de Oliveira Rosa,Thatiane de Oliveira Rosa,5,10,0.0,0.0,1.0,0.5,5
Marcello M. Bersani,Marcello M. Bersani,9,9,0.0,0.0,1.0,0.25,3
Ipek Ozkaya,Ipek Ozkaya,2,2,0.0,0.0,1.0,0.25,26
Mikkel Baun Kjærgaard,Mikkel Baun Kjærgaard,3,3,0.0,0.0,1.0,0.25,11
Raffaela Mirandola,Raffaela Mirandola,9,9,0.0,0.0,1.0,0.25,3
Thomas Gabor,Thomas Gabor,2,2,0.0,0.0,1.0,0.25,10
Musengamana Jean de Dieu,Musengamana Jean de Dieu,2,2,0.0,0.0,1.0,0.25,6
József Kovács,József Kovács,2,2,0.0,0.0,1.0,0.25,31
Javier Gonzalez-Huerta,Javier Gonzalez-Huerta,2,2,0.0,0.0,1.0,0.25,32
Sjaak Brinkkemper,Sjaak Brinkkemper,3,3,0.0,0.0,1.0,0.25,22
Elvin Alberts,Elvin Alberts,2,2,0.0,0.0,1.0,0.25,33
Maryam Razavian,Maryam Razavian,4,4,0.0,0.0,1.0,0.25,12
Christian B. Mendl,Christian B. Mendl,4,4,0.0,0.0,1.0,0.25,13
Fahed Alkhabbas,Fahed Alkhabbas,6,6,0.0,0.0,1.0,0.25,2
Leire Orue-Echevarria Arrieta,Leire Orue-Echevarria Arrieta,4,4,0.0,0.0,1.0,0.25,18
Fernando H. Kuviatkovski,Fernando H. Kuviatkovski,4,4,0.0,0.0,1.0,0.25,14
James Massengille,James Massengille,4,4,0.0,0.0,1.0,0.25,15
Abderrahmane Seriai,Abderrahmane Seriai,4,4,0.0,0.0,1.0,0.25,17
Valéria Delisandra Feltrim,Valéria Delisandra Feltrim,4,4,0.0,0.0,1.0,0.25,14
Ehsan Zabardast,Ehsan Zabardast,2,2,0.0,0.0,1.0,0.25,32
Julio Ariel Hurtado,Julio Ariel Hurtado,4,4,0.0,0.0,1.0,0.25,16
Sven Lugtigheid,Sven Lugtigheid,3,3,0.0,0.0,1.0,0.25,22
Patrizia Scandurra,Patrizia Scandurra,9,9,0.0,0.0,1.0,0.25,3
Ian Gorton,Ian Gorton,1,1,0.0,0.0,0.0,0.0,44
Miles Stötzner,Miles Stötzner,7,7,0.0,0.0,1.0,0.25,4
Muhammad Kashif,Muhammad Kashif,1,1,0.0,0.0,0.0,0.0,47
Razieh Alidoosti,Razieh Alidoosti,4,4,0.0,0.0,1.0,0.25,12
Antonio Cicchetti,Antonio Cicchetti,6,6,0.0,0.0,1.0,0.25,2
Sebastian Gottschalk,Sebastian Gottschalk,2,2,0.0,0.0,1.0,0.25,36
Juan David Muñoz-Garzon,Juan David Muñoz-Garzon,4,4,0.0,0.0,1.0,0.25,16
Stephen John Warnett,Stephen John Warnett,1,1,0.0,0.0,0.0,0.0,4
Takumi Okano,Takumi Okano,3,3,0.0,0.0,1.0,0.25,20
Marco Ehl,Marco Ehl,17,34,0.0,0.0,1.0,0.5009555920952017,0
Fabian Gilson,Fabian Gilson,2,2,0.0,0.0,1.0,0.25,37
Uwe Breitenbücher,Uwe Breitenbücher,7,7,0.0,0.0,1.0,0.25,4
Jan-Philipp Töberg,Jan-Philipp Töberg,17,34,0.0,0.0,1.0,0.5009555920952017,0
Nikolay Tcholtchev,Nikolay Tcholtchev,5,5,0.0,0.0,1.0,0.25,8
Michele De Pascalis,Michele De Pascalis,2,2,0.0,0.0,1.0,0.25,30
James DesLauriers,James DesLauriers,2,2,0.0,0.0,1.0,0.25,31
Michael J. O'Grady,Michael J. O'Grady,3,3,0.0,0.0,1.0,0.25,25
Stefen Becker,Stefen Becker,2,2,0.0,0.0,1.0,0.25,34
Romina Spalazzese,Romina Spalazzese,6,6,0.0,0.0,1.0,0.25,2
Dominik Fuchß,Dominik Fuchß,17,34,0.0,0.0,1.0,0.5009555920952017,0
Matthias Lohr,Matthias Lohr,17,34,0.0,0.0,1.0,0.5009555920952017,0
Hideyuki Kanuka,Hideyuki Kanuka,1,1,0.0,0.0,0.0,0.0,46
Saif Al-Kuwari,Saif Al-Kuwari,1,1,0.0,0.0,0.0,0.0,47
Willian Marques Freire,Willian Marques Freire,4,4,0.0,0.0,1.0,0.25,14
J. Andres Diaz-Pace,J. Andres Diaz-Pace,1,1,0.0,0.0,0.0,0.0,7
Raphael Seidel,Raphael Seidel,5,5,0.0,0.0,1.0,0.25,8
Ilie-Daniel Gheorghe-Pop,Ilie-Daniel Gheorghe-Pop,5,5,0.0,0.0,1.0,0.25,8
Mohamed Soliman 0001,Mohamed Soliman 0001,3,3,0.0,0.0,1.0,0.25,6
Sam Malek,Sam Malek,2,2,0.0,0.0,1.0,0.25,38
Ludovico Iovino,Ludovico Iovino,6,6,0.0,0.0,1.0,0.25,2
Apitchaka Singjai,Apitchaka Singjai,1,1,0.0,0.0,0.0,0.0,4
Eltjo R. Poort,Eltjo R. Poort,4,4,0.0,0.0,1.0,0.25,12
Tobias Dürschmid,Tobias Dürschmid,4,8,0.0,0.0,1.0,0.5,7
Marco Konersmann,Marco Konersmann,17,34,0.0,0.0,1.0,0.5009555920952017,0
Matthias Galster,Matthias Galster,2,2,0.0,0.0,1.0,0.25,37
Anna Liu,Anna Liu,3,3,0.0,0.0,1.0,0.25,21
Ivan Lanese,Ivan Lanese,4,4,0.0,0.0,1.0,0.25,2
Mojtaba Shahin,Mojtaba Shahin,2,2,0.0,0.0,1.0,0.25,6
Maja Franz,Maja Franz,3,3,0.0,0.0,1.0,0.25,19
Jonas Fritzsch,Jonas Fritzsch,5,10,0.0,0.0,1.0,0.5,5
Roberta Capuano,Roberta Capuano,1,1,0.0,0.0,0.0,0.0,11
Denis A. Ulybyshev,Denis A. Ulybyshev,4,4,0.0,0.0,1.0,0.25,15
Jiwei Xu,Jiwei Xu,3,3,0.0,0.0,1.0,0.25,25
Christopher Ehmke,Christopher Ehmke,5,5,0.0,0.0,1.0,0.25,9
Timur Saglam,Timur Saglam,17,34,0.0,0.0,1.0,0.5009555920952017,0
Martina De Sanctis,Martina De Sanctis,6,6,0.0,0.0,1.0,0.25,2
Barbora Buhnova,Barbora Buhnova,2,2,0.0,0.0,1.0,0.25,39
Patricia Lago,Patricia Lago,4,4,0.0,0.0,1.0,0.25,12
Michele Chiari,Michele Chiari,2,2,0.0,0.0,1.0,0.25,30
Sebastian Hahner,Sebastian Hahner,17,34,0.0,0.0,1.0,0.5009555920952017,0
Yamina Romani,Yamina Romani,2,2,0.0,0.0,1.0,0.25,28
Paul Davidsson,Paul Davidsson,6,6,0.0,0.0,1.0,0.25,2
Julie Dugdale,Julie Dugdale,3,3,0.0,0.0,1.0,0.25,11
Alfonso de la Fuente Ruiz,Alfonso de la Fuente Ruiz,4,4,0.0,0.0,1.0,0.25,18
Bradley R. Schmerl,Bradley R. Schmerl,4,8,0.0,0.0,1.0,0.5,7
Edilton Lima dos Santos,Edilton Lima dos Santos,2,2,0.0,0.0,1.0,0.25,40
Sarah Stieß,Sarah Stieß,2,2,0.0,0.0,1.0,0.25,34
Anne Koziolek,Anne Koziolek,17,34,0.0,0.0,1.0,0.5009555920952017,0
Gorka Zárate,Gorka Zárate,3,3,0.0,0.0,1.0,0.25,24
Chris Seifried,Chris Seifried,2,2,0.0,0.0,1.0,0.25,26
Christian Reichmann,Christian Reichmann,5,5,0.0,0.0,1.0,0.25,9
Gregor Engels,Gregor Engels,2,2,0.0,0.0,1.0,0.25,36
Jochen Meis,Jochen Meis,5,5,0.0,0.0,1.0,0.25,9
Tatsuhiro Tsuchiya,Tatsuhiro Tsuchiya,3,3,0.0,0.0,1.0,0.25,20
Wolfgang Mauerer,Wolfgang Mauerer,3,3,0.0,0.0,1.0,0.25,19
Jan Keim,Jan Keim,17,34,0.0,0.0,1.0,0.5009555920952017,0
Sophie Schulz,Sophie Schulz,17,34,0.0,0.0,1.0,0.5009555920952017,0
Raúl Berganza Gómez,Raúl Berganza Gómez,4,4,0.0,0.0,1.0,0.25,13
Galia Novakova Nedeltcheva,Galia Novakova Nedeltcheva,4,4,0.0,0.0,1.0,0.25,18
Evangelos Ntentos,Evangelos Ntentos,7,7,0.0,0.0,1.0,0.25,4
Fernando Castor,Fernando Castor,3,3,0.0,0.0,1.0,0.25,22
Christopher Steven Timperley,Christopher Steven Timperley,4,8,0.0,0.0,1.0,0.5,7
Maria Flavia Mogos,Maria Flavia Mogos,5,5,0.0,0.0,1.0,0.25,1
Abdelhak-Djamel Seriai,Abdelhak-Djamel Seriai,4,4,0.0,0.0,1.0,0.25,17
Santiago Londoño Castillo,Santiago Londoño Castillo,2,2,0.0,0.0,1.0,0.25,10
Emilia Cioroaica,Emilia Cioroaica,2,2,0.0,0.0,1.0,0.25,39
Marc Hesenius,Marc Hesenius,5,5,0.0,0.0,1.0,0.25,9
Ilias Gerostathopoulos,Ilias Gerostathopoulos,2,2,0.0,0.0,1.0,0.25,33
Jasmin Jahic,Jasmin Jahic,1,1,0.0,0.0,0.0,0.0,48
Mustapha Derras,Mustapha Derras,4,4,0.0,0.0,1.0,0.25,17
Jan Jürjens,Jan Jürjens,17,34,0.0,0.0,1.0,0.5009555920952017,0
Tamás Kiss,Tamás Kiss,2,2,0.0,0.0,1.0,0.25,31
Gregory M. P. O'Hare,Gregory M. P. O'Hare,3,3,0.0,0.0,1.0,0.25,25
Angelo Gargantini,Angelo Gargantini,9,9,0.0,0.0,1.0,0.25,3
Thelma Elita Colanzi,Thelma Elita Colanzi,4,4,0.0,0.0,1.0,0.25,14
Frank Leymann,Frank Leymann,7,7,0.0,0.0,1.0,0.25,4
Nejc Bat,Nejc Bat,4,4,0.0,0.0,1.0,0.25,18
Liming Zhu 0001,Liming Zhu 0001,3,3,0.0,0.0,1.0,0.25,23
Volker Gruhn,Volker Gruhn,5,5,0.0,0.0,1.0,0.25,9
Xiwei Xu 0001,Xiwei Xu 0001,3,3,0.0,0.0,1.0,0.25,23
Souhaila Serbout,Souhaila Serbout,2,2,0.0,0.0,1.0,0.25,29
Simon Bliudze,Simon Bliudze,2,2,0.0,0.0,1.0,0.25,35
David Schuster,David Schuster,5,5,0.0,0.0,1.0,0.25,9
Konstantinos Loupos,Konstantinos Loupos,5,5,0.0,0.0,1.0,0.25,1
Fahd Helwani,Fahd Helwani,1,1,0.0,0.0,0.0,0.0,48
Claudia Raibulet,Claudia Raibulet,2,2,0.0,0.0,1.0,0.25,33
Thomas Kuhn 0001,Thomas Kuhn 0001,2,2,0.0,0.0,1.0,0.25,39
Mahmoud Hammad,Mahmoud Hammad,2,2,0.0,0.0,1.0,0.25,38
Paulin Jacquot,Paulin Jacquot,2,2,0.0,0.0,1.0,0.25,27
Pierre-Yves Schobbens,Pierre-Yves Schobbens,2,2,0.0,0.0,1.0,0.25,40
Elvinia Riccobene,Elvinia Riccobene,9,9,0.0,0.0,1.0,0.25,3
Naoto Yanai,Naoto Yanai,3,3,0.0,0.0,1.0,0.25,20
Ghareeb Falazi,Ghareeb Falazi,7,7,0.0,0.0,1.0,0.25,4
Ibrahim Abueisa,Ibrahim Abueisa,2,2,0.0,0.0,1.0,0.25,38
Hui Song,Hui Song,5,5,0.0,0.0,1.0,0.25,1
Colin Campbell,Colin Campbell,1,1,0.0,0.0,0.0,0.0,41
Gilles Perrouin,Gilles Perrouin,2,2,0.0,0.0,1.0,0.25,40
Manfred Hauswirth,Manfred Hauswirth,5,5,0.0,0.0,1.0,0.25,8
Aashay Palliwar,Aashay Palliwar,1,2,0.0,0.0,0.0,0.0,45
Nestor Velasco Bermeo,Nestor Velasco Bermeo,3,3,0.0,0.0,1.0,0.25,25
Raúl Miñón,Raúl Miñón,3,3,0.0,0.0,1.0,0.25,24
Takahiro Kinoshita,Takahiro Kinoshita,1,1,0.0,0.0,0.0,0.0,46
Nacha Chondamrongkul,Nacha Chondamrongkul,1,1,0.0,0.0,0.0,0.0,43
Fabio Di Lauro,Fabio Di Lauro,2,2,0.0,0.0,1.0,0.25,29
Alyssa Josephs,Alyssa Josephs,2,2,0.0,0.0,1.0,0.25,37
Maximilian Walter,Maximilian Walter,2,4,0.0,0.0,1.0,0.6299605249474365,0
Enes Yigitbas,Enes Yigitbas,2,2,0.0,0.0,1.0,0.25,36
Astrid Carolina Ordoñez-Guerrero,Astrid Carolina Ordoñez-Guerrero,4,4,0.0,0.0,1.0,0.25,16
