name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,clustering_unweighted,clustering_weighted,connected_component
Patricia Lago,Patricia Lago,9,9,0.002390828436455813,0.002390828436455813,0.2222222222222222,0.07816897750284638,0
Matthias Galster,Matthias Galster,9,9,0.001958751008180666,0.001958751008180666,0.3333333333333333,0.11351778749902659,2
Damian A. Tamburri,Damian A. Tamburri,7,7,0.0014402580942504898,0.0014402580942504898,0.5238095238095238,0.1746031746031746,2
Jan Bosch,Jan Bosch,10,10,0.0011810116372854016,0.0011810116372854016,0.4888888888888889,0.17586559125764276,1
Cesare Pautasso,Cesare Pautasso,10,10,0.001123401313515382,0.001123401313515382,0.5333333333333333,0.1906804060724576,1
Ivano Malavolta,Ivano Malavolta,7,13,0.0010081806659753428,0.0010081806659753428,0.5238095238095238,0.3587295795354613,0
Robert Heinrich,Robert Heinrich,10,10,0.0008929600184353037,0.0008929600184353037,0.3111111111111111,0.10370370370370369,3
Paolo Di Francesco,Paolo Di Francesco,6,12,0.0005761032377001959,0.0005761032377001959,0.7333333333333333,0.5022214113496458,0
Sébastien Gérard,Sébastien Gérard,9,9,0.0005184929139301763,0.0005184929139301763,0.5,0.16666666666666666,4
Antony Tang,Antony Tang,8,9,0.0004896877520451665,0.0004896877520451665,0.32142857142857145,0.11952004999499398,5
Romina Spalazzese,Romina Spalazzese,6,6,0.0004608825901601567,0.0004608825901601567,0.4666666666666667,0.16133157888655272,6
Remco C. de Boer,Remco C. de Boer,5,5,0.0004320774282751469,0.0004320774282751469,0.6,0.19999999999999998,0
Rich Hilliard,Rich Hilliard,5,5,0.0004320774282751469,0.0004320774282751469,0.6,0.19999999999999998,0
Ingo Weber,Ingo Weber,10,14,0.0003456619426201175,0.0003456619426201175,0.6444444444444445,0.28736041897113823,1
Mark Staples,Mark Staples,10,14,0.0003456619426201175,0.0003456619426201175,0.6444444444444445,0.28736041897113823,1
Jan Martijn E. M. van der Werf,Jan Martijn E. M. van der Werf,6,6,0.00025924645696508814,0.00025924645696508814,0.4,0.13333333333333333,9
Neil A. Ernst,Neil A. Ernst,6,6,0.00025924645696508814,0.00025924645696508814,0.4,0.13333333333333333,7
