name,database_id,degree_weighted,degree_total,betweenness_weighted,betweenness_unweighted,connected_component
Fabian Benduhn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4447,8,14,0.0,1.4975065898386338e-05,0
Chijin Zhou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8137,17,22,7.24443813695364e-08,1.48770019811887e-05,0
Guosheng Xu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5433,9,11,3.4497324461684e-09,1.4844308829391277e-05,0
Zhongxin Liu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2890,8,12,0.0,1.481000854885597e-05,0
Asanka Wasala,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12970,7,9,6.8994648923368e-09,1.4774016917396211e-05,0
Serge Haziyev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3212,10,13,1.03491973385052e-08,1.4736465939986671e-05,0
Bangdao Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2725,9,10,1.7248662230841998e-08,1.4321400791564466e-05,0
Christopher Vendome,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1783,8,22,0.0,1.423319812216265e-05,0
Faheem Ullah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12085,5,6,1.692455986752448e-05,1.4163310632373527e-05,0
Christian Kaltenecker,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1227,8,13,1.8421571262539257e-06,1.4157900067030393e-05,0
Didar Zowghi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4976,4,6,1.9940536943837844e-05,1.4089027653069642e-05,0
Hongyang Gao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6982,4,4,0.0,1.4018502602794151e-05,0
Mitchell Olsthoorn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1198,7,9,6.33025903871902e-07,1.3991730521546174e-05,0
Axel Busch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12147,8,10,2.5872993346263e-08,1.3949571448535474e-05,0
Chunhao Dong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3913,6,8,0.0,1.3874504874116751e-05,0
Qiang He 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9457,11,12,3.4497324461683995e-08,1.3858421442508282e-05,0
Hui Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5401,6,7,9.31427760465468e-08,1.3660821398104498e-05,0
María Fernanda Granda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4520,4,5,2.50579940558557e-06,1.3599400071376374e-05,0
Xin Peng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1224,8,10,8.279357870804161e-08,1.3588099668212632e-05,0
Makayla Moster,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6841,8,14,6.8994648923368e-09,1.3559177557847223e-05,0
Hourieh Khalajzadeh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4551,12,15,4.13967893540208e-08,1.3499044866188952e-05,0
Zhilei Ren,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8002,8,11,1.03491973385052e-08,1.34448371361985e-05,0
Pengfei Yang 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4378,10,17,7.109095845348503e-05,1.3294568240918766e-05,0
Cheng-Chao Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4379,10,17,7.109095845348503e-05,1.3294568240918766e-05,0
Benjamin Arai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9440,8,9,4.65713880232734e-08,1.321941226458067e-05,0
Axel van Lamsweerde,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2051,5,7,5.566692794989426e-05,1.321918226717098e-05,0
Katerina Chinnappan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3506,7,8,1.37989297846736e-08,1.3129686524123302e-05,0
Dandan Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6583,10,12,0.0,1.3109088349932131e-05,0
Boxi Yu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2311,13,16,3.3082934158754954e-07,1.2982830745528623e-05,0
Priyanka Karkhanis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12845,3,4,0.0,1.2976671067079297e-05,0
Rajdeep Mukherjee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1139,8,9,3.070261877089876e-07,1.2964041821736061e-05,0
Youn Kyu Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2220,8,14,8.791643139060211e-07,1.2876006425231654e-05,0
Nicolli Rios,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2969,15,23,2.8318436649971e-06,1.2848209759347273e-05,0
Rob van Vliet,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8424,8,17,1.8050035078085573e-05,1.2790236646132126e-05,0
Leen Blom,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8423,8,17,1.8050035078085573e-05,1.2790236646132126e-05,0
Erik A. Jagroep,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8422,8,17,1.8050035078085573e-05,1.2790236646132126e-05,0
S M Hasan Mansur 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6510,11,14,4.13967893540208e-08,1.2697125306609182e-05,0
Lucas B. R. Oliveira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5592,27,28,0.0,1.2568287152881789e-05,0
Milena Guessi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5590,27,28,0.0,1.2568287152881789e-05,0
Guangba Yu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11198,12,12,1.362644316236518e-07,1.2471338740830124e-05,0
Pablo Cruz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11997,4,6,1.964277654848282e-06,1.2321488418978508e-05,0
Joseph Hejderup,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3238,6,7,0.0,1.2186677317550079e-05,0
Facundo Molina,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3044,7,18,0.0,1.2029675998166899e-05,0
Jun Gao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9433,10,12,1.63862291192999e-08,1.2000453367099376e-05,0
Muhammad Rezaul Karim 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4496,6,8,4.872845643997042e-06,1.1966248151392188e-05,0
Zhou Yang 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:210,19,29,1.138411707235572e-07,1.1920842837162184e-05,0
Aashish Yadavally,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5866,12,26,1.55237960077578e-07,1.190732963469368e-05,0
Fayola Peters,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2284,3,4,3.3997113256989607e-06,1.1904953572972015e-05,0
Razieh Alidoosti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12582,6,11,0.0,1.184593365287386e-05,0
Kurt-Lennart Lundbäck,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4253,5,8,0.0,1.1822986363733424e-05,0
Mattias Galnander,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4252,5,8,0.0,1.1822986363733424e-05,0
Ola Benderius,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13154,4,5,2.048968586401721e-06,1.1740662285691278e-05,0
Yiyang Hao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5890,8,10,2.5872993346263e-08,1.1730217176809052e-05,0
Peiqi Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:143,6,7,5.1745986692526e-09,1.1719974145568348e-05,0
Cong Wang 0020,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4026,8,10,6.119825359502652e-06,1.1660256989629555e-05,0
Yuanzhe Hu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1291,9,12,0.0,1.1602919813577259e-05,0
Angelos Motsios,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12061,5,6,0.0,1.1600018437129243e-05,0
Daniel Oliveira 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1087,10,14,0.0,1.1573581574145463e-05,0
Xuanyi Lin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:261,5,8,0.0,1.1568921289378428e-05,0
Jiangchao Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4647,7,15,1.935255741189977e-05,1.1541185436331965e-05,0
Alex X. Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4650,7,15,1.935255741189977e-05,1.1541185436331965e-05,0
Zexin Zhong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4651,7,15,1.935255741189977e-05,1.1541185436331965e-05,0
Sarthak Gupta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3508,6,6,2.06983946770104e-08,1.1540490046658856e-05,0
Jane Wyngaard,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9491,9,11,1.37989297846736e-08,1.1449271130098136e-05,0
Carlos M. Aderaldo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2158,6,9,0.0,1.1426516442382202e-05,0
Yuchao Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1288,10,17,0.0,1.1423750387364552e-05,0
Laura Nenzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11066,23,27,7.44227133239735e-07,1.1348292006011126e-05,0
Michele Loreti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11067,23,27,7.44227133239735e-07,1.1348292006011126e-05,0
Aidan Z. H. Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5661,8,19,1.4839911191251034e-05,1.1335734922395642e-05,0
Ruben Martins,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5664,8,19,1.4839911191251034e-05,1.1335734922395642e-05,0
Alexander Bakhtin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11988,10,19,5.182619297189943e-06,1.1212253173259669e-05,0
Rodric Rabbah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3104,11,12,1.190157693928098e-07,1.1168240248765888e-05,0
Xiaoxue Ren,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9543,8,9,0.0,1.0985071049811392e-05,0
Xiaowei Huang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4754,12,17,6.20951840310312e-08,1.0970948230988582e-05,0
Julia Lawall,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3866,10,14,6.330259038719015e-07,1.0966257232637178e-05,0
Jingbo Wang 0006,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3584,5,7,7.520416732647113e-07,1.0944259934313357e-05,0
Marco Mobilio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9403,8,11,2.3691037574061496e-06,1.0679629823693342e-05,0
Nathan Chong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6057,10,11,8.969304360037839e-07,1.0654506777828857e-05,0
Tobias Eisenreich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3467,6,7,9.003801684499524e-07,1.0644722777441437e-05,0
Enrico Viganò,4:a207e2fc-2358-4733-aaec-376a2c17a19b:182,5,9,0.0,1.0581494882394749e-05,0
Marco Scavuzzo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3145,3,4,0.0,1.0488452926192533e-05,0
Mingxi Ye,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8116,10,11,0.0,1.0439446035671459e-05,0
Jinfu Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3231,5,8,0.0,1.0251221103563075e-05,0
Rubing Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3228,5,8,0.0,1.0251221103563075e-05,0
Yunan Zhou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3230,5,8,0.0,1.0251221103563075e-05,0
Jieshan Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:709,13,19,0.0,1.0141199176406372e-05,0
Weizhe Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8450,9,10,3.553224419553452e-07,9.921755735166042e-06,0
Ilja Heitlager,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13236,6,7,5.1745986692526e-09,9.871108326999264e-06,0
Alexandru Marginean,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10031,11,12,8.037876599572373e-07,9.862112900448029e-06,0
Yong Shi 0010,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5048,9,13,2.5151013627172046e-07,9.850586131505721e-06,0
Boyuan Chen 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3265,9,15,2.5151013627172046e-07,9.850586131505721e-06,0
Yuanliang Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1102,12,17,1.55237960077578e-08,9.771201790275558e-06,0
Gopi Krishnan Rajbahadur,4:a207e2fc-2358-4733-aaec-376a2c17a19b:576,7,8,8.141368572957416e-08,9.716221070915344e-06,0
Gary T. Leavens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9675,5,6,0.0,9.692890715499203e-06,0
Laleh Mousavi Eshkevari,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5176,5,7,0.0,9.595752490309812e-06,0
Leonardo A. F. Leite,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6270,4,9,0.0,9.588375752385506e-06,0
Xing Cui,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6971,8,12,1.4598440553822997e-05,9.562956838291309e-06,0
Lisa Nguyen Quang Do,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6940,7,9,3.750549115474359e-06,9.323279926490711e-06,0
Zhiyuan Pan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:240,8,10,0.0,9.272839834207773e-06,0
Qian Zhang 0020,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2123,7,9,5.450577264946084e-07,9.141469394951111e-06,0
Zenong Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6935,6,7,0.0,9.054858588248961e-06,0
Jinguo Zhou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2481,7,9,0.0,9.042635201278662e-06,0
Gal Amram,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8456,6,7,3.208251174936612e-07,9.018852038731803e-06,0
Lun Du,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3719,9,21,1.4784567626435999e-09,8.963132505685601e-06,0
Eunkyoung Jee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3951,9,11,1.37989297846736e-08,8.947636286806866e-06,0
Young Min Baek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1644,9,11,6.8994648923368e-09,8.947636286806819e-06,0
Rahul Kumar 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6433,8,9,2.3006624097257532e-06,8.944790321297116e-06,0
Jianan Ma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9424,9,12,5.1745986692526e-09,8.789603705071682e-06,0
Ruikai Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1045,8,11,2.5872993346263e-09,8.775696949234058e-06,0
Frederik Reiche,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6515,7,7,2.06983946770104e-08,8.750211657567323e-06,0
Chenyuan Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1437,9,13,2.124632718054349e-06,8.675287520788202e-06,0
Yinlin Deng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1436,9,13,2.124632718054349e-06,8.675287520788202e-06,0
Antonio Mastropaolo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3148,13,25,9.486764226963099e-09,8.598088385676192e-06,0
Lars Göran Wallgren Tengberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9197,4,6,0.0,8.512290647743995e-06,0
Chengpeng Wang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10312,10,11,1.55237960077578e-08,8.505928860048138e-06,0
Xiao Chen 0015,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2809,9,12,0.0,8.46585155351661e-06,0
Fangwen Mu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2808,9,12,0.0,8.46585155351661e-06,0
Sebastian Frank 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12163,10,21,1.1470360383509927e-06,8.4172915338518e-06,0
Hlib Babii,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6364,7,13,2.3614612732177254e-06,8.335901223580012e-06,0
Bowen Xu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:674,13,23,6.72697827002838e-08,8.32109765442945e-06,0
Mingzhe Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1100,17,33,1.03491973385052e-08,8.308003704147023e-06,0
Xiaodong Gu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:938,6,8,1.6672556912331877e-06,8.300362206386681e-06,0
Xinyu Gao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1339,7,10,0.0,8.253128276612889e-06,0
Junyi Jessy Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:730,7,11,2.0694944944564283e-06,8.09635124576958e-06,0
Md Mahbubur Rahman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1316,7,10,1.383446202886914e-05,7.913456664226392e-06,0
Hongyu Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3077,5,5,2.06983946770104e-08,7.887238933233939e-06,0
Jialun Cao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8898,12,13,3.570473081784294e-07,7.877197769569107e-06,0
Jiayuan Zhou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7999,11,16,6.8994648923368e-09,7.855980665841943e-06,0
Nan Jiang 0012,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1893,6,10,3.4497324461684e-09,7.826738532365718e-06,0
Junkai Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9028,7,10,0.0,7.82094494895119e-06,0
Leandro Bento Pompermaier,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5844,10,20,3.729160774308041e-07,7.764696110758654e-06,0
Bimpe Ayoola,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4006,5,6,1.5178822763140963e-06,7.757951752134419e-06,0
Paulo F. Pires,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12781,5,7,3.4497324461684e-09,7.756530030577212e-06,0
Jean-Marc Jézéquel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2883,5,6,0.0,7.735320010021511e-06,0
Anderson G. Uchôa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3514,15,27,1.0411901653614977e-06,7.694981477846922e-06,0
Fei Wu 0004,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1757,8,10,3.967192313093659e-08,7.647294599656888e-06,0
Vladimír Matena,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10527,4,5,0.0,7.64502663041309e-06,0
Stanislav Chren,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9489,7,12,5.1745986692526e-09,7.583707637748715e-06,0
Karl Palmskog,4:a207e2fc-2358-4733-aaec-376a2c17a19b:729,6,9,0.0,7.41250330259405e-06,0
Zhaopeng Tu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5870,6,8,3.4497324461684e-09,7.2830280363124646e-06,0
Ella Kokinda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7262,7,12,6.8994648923368e-09,7.252694831493835e-06,0
Adriana Lopes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2781,9,14,1.3627428800207066e-06,7.2193107691735935e-06,0
Liangze Yin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:497,7,8,1.397141640698202e-07,7.119338218348887e-06,0
Muhammad Ashfakur Rahman Arju,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12253,6,8,3.4497324461684e-09,7.100330612360792e-06,0
Weibin Wu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11182,11,13,2.0698394677010397e-08,7.084426381776188e-06,0
Sungmin Kang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7379,3,5,0.0,7.076700783678645e-06,0
Rita Francese,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4787,6,16,3.897938934236832e-06,7.052091345430247e-06,0
Sihan Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6108,7,9,2.7597859569347193e-08,6.978654887805327e-06,0
Sebastian Banescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3512,6,7,1.500633614083254e-07,6.934818903363277e-06,0
Tong Jia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5261,13,17,2.902697533609503e-05,6.920237731104499e-06,0
Nikolas Herbst,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8207,6,7,2.75978595693472e-08,6.865104229404671e-06,0
Farnaz Behrang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1998,4,7,0.0,6.4746045919422675e-06,0
Sarah Stieß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12520,4,5,0.0,6.451449419478023e-06,0
Sophie Schulz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12493,19,39,6.416502349873223e-08,6.3955973209222866e-06,0
Piergiuseppe Mallozzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8328,5,6,0.0,6.389430781073598e-06,0
Cody Watson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7217,8,14,5.1745986692526e-09,6.370466845391964e-06,0
Qanjun Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:477,9,13,4.3984088688647104e-08,6.368848541273312e-06,0
Tamara Lopez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2636,8,26,0.0,6.279308023749186e-06,0
Konstantin Kuznetsov 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3504,8,14,0.0,6.221268256095977e-06,0
Vitalii Avdiienko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3503,8,14,0.0,6.221268256095977e-06,0
Ruoxi Sun 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:692,9,15,2.7114897026883624e-06,6.21654159057924e-06,0
Ana Allian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12598,27,30,0.0,6.1270858986110085e-06,0
Wei Meng 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8071,5,5,4.22247251411012e-06,6.1076671335597195e-06,0
Shaoliang Peng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2105,11,13,0.0,6.064046834032867e-06,0
Deze Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2530,9,12,5.1745986692526e-09,5.894761351713656e-06,0
Bing He,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6959,12,16,4.13967893540208e-09,5.861979261431068e-06,0
Jinkun Lin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6957,12,16,4.13967893540208e-09,5.861979261431068e-06,0
Helen Sharp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2637,6,22,0.0,5.8288858321215235e-06,0
Alexander Lill,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6892,7,8,0.0,5.822094163461853e-06,0
Jianzhong Su,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7887,11,12,0.0,5.820560876423436e-06,0
Thomas Ball 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:278,10,14,5.43332860271523e-08,5.758690669752879e-06,0
Atif Mashkoor,4:a207e2fc-2358-4733-aaec-376a2c17a19b:387,6,8,1.55237960077578e-08,5.74036738159903e-06,0
Hieu Tran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3997,6,9,0.0,5.692978104031815e-06,0
Curtis McCord,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6475,4,5,0.0,5.687969054942198e-06,0
Zenan Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5402,8,10,0.0,5.643867648283161e-06,0
Yuqi Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1546,5,7,2.731336864683857e-07,5.599528432564174e-06,0
Alexandre Decan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8783,5,9,5.106233312182047e-06,5.562965017134878e-06,0
Natasha M. Costa Valentim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2780,9,10,0.0,5.5452856537253275e-06,0
Rakesh Shukla,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2731,4,6,2.625246391534157e-07,5.535837257181531e-06,0
Snigdha Singh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12616,11,13,3.10475920155156e-08,5.49780841479216e-06,0
Zhenming Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6814,11,13,2.5455889332317185e-07,5.4626375378407566e-06,0
Fuchen Ma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6321,9,14,0.0,5.358124487260279e-06,0
M. Usman Iftikhar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10635,7,9,5.1745986692526e-09,5.353882419089756e-06,0
Filipe Figueiredo Correia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12458,8,15,1.241903680620625e-06,5.308779048928111e-06,0
Humberto Cervantes 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1326,7,10,0.0,5.274042565812118e-06,0
Federico Giaimo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12220,4,7,1.0133589060619678e-06,5.27267705833429e-06,0
Jiamou Sun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:708,10,19,0.0,5.240758169361402e-06,0
Shihao Zhu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:985,8,13,1.0349197338505199e-08,5.119117454224389e-06,0
Yuqi Guo 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:986,8,13,1.0349197338505199e-08,5.119117454224389e-06,0
Qi Guo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7030,8,11,2.5872993346263e-09,5.04108337545109e-06,0
Zhiqing Zhong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7743,10,12,7.365178772569533e-08,4.995359031328062e-06,0
Reimar Schröter,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4446,7,14,0.0,4.942357746016281e-06,0
Florian Obermüller,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3427,7,8,2.06983946770104e-08,4.923426961007865e-06,0
Xiaochen Li,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8005,6,8,0.0,4.88688634657331e-06,0
Kirill Krinkin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8780,10,11,2.06983946770104e-07,4.871320576778276e-06,0
Xin Huang 0019,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3301,7,13,0.0,4.8105452978226005e-06,0
Xin Zhou 0016,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3302,7,13,0.0,4.8105452978226005e-06,0
Yanming Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7823,7,9,0.0,4.763807447746509e-06,0
Takao Okubo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6888,10,12,1.22120528594361e-06,4.744566258577783e-06,0
Paolo Di Francesco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13274,6,14,0.0,4.677618136235532e-06,0
Juliana Fernandes 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12857,9,10,1.03491973385052e-08,4.552657807810461e-06,0
Owen Johnston,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9687,6,8,0.0,4.532435443342478e-06,0
Zihao Li 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8626,11,13,3.4497324461683995e-08,4.531708657560147e-06,0
Mohammed Sayagh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6909,6,7,0.0,4.472926862715309e-06,0
Jan Philip Bernius,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5723,7,8,0.0,4.334963418901184e-06,0
Jiawei Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:476,8,11,7.50316807041627e-08,4.331525042507849e-06,0
Zhenlan Ji,4:a207e2fc-2358-4733-aaec-376a2c17a19b:590,10,13,1.6903688986225162e-07,4.3226530692294875e-06,0
