name,database_id,n_conferences,ICSA,ICSE,ECSA,total_pubs,degree_weighted,betweenness_unweighted,betweenness_weighted,clustering_unweighted,connected_component
Nguyen Khoi Tran 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12560,2,1,0,3,4,8,6.20951840310312e-08,6.20951840310312e-08,0.5714285714285714,0
Pablo Rodriguez 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12980,2,1,0,1,2,8,6.0370317807947e-08,1.03491973385052e-08,0.5714285714285714,0
Torsten Lenhart,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2431,2,0,1,1,2,7,6.0370317807947e-08,0.0,0.5714285714285714,0
Davide Arcelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12556,2,3,0,1,4,5,5.888979580764133e-08,0.0,0.8,0
Alexander Knapp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3646,2,1,1,0,2,5,5.1745986692526e-08,5.1745986692526e-08,0.6,80
Enes Yigitbas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4860,2,1,2,0,3,7,4.65713880232734e-08,2.5872993346263e-08,0.5714285714285714,0
Adam P. Burden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3200,2,1,4,0,5,10,4.3121655577104994e-08,1.03491973385052e-08,0.6888888888888889,0
Sabine Sachweh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12037,2,2,0,3,5,5,4.13967893540208e-08,3.10475920155156e-08,0.7,22
Adina Aniculaesei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6312,2,1,1,0,2,6,3.10475920155156e-08,3.10475920155156e-08,0.6,0
Danny Hughes 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4812,2,0,1,1,2,6,3.10475920155156e-08,1.55237960077578e-08,0.6,0
Jorge Marx Gómez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3317,2,0,1,1,2,3,3.10475920155156e-08,3.10475920155156e-08,0.3333333333333333,191
Jukka Ruohonen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1606,2,0,2,1,3,6,3.10475920155156e-08,3.10475920155156e-08,0.7333333333333333,0
Narges Khakpour,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4047,2,0,2,1,3,5,2.06983946770104e-08,2.06983946770104e-08,0.6,0
Nikolaos Nikolaidis 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12831,2,1,0,1,2,7,2.06983946770104e-08,1.37989297846736e-08,0.7142857142857143,0
Sara Moshtari,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8462,2,1,1,0,2,3,2.06983946770104e-08,0.0,0.6666666666666666,0
Silvia Bartolucci,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7703,2,1,1,0,2,3,2.06983946770104e-08,2.06983946770104e-08,0.3333333333333333,288
Tony Field,4:a207e2fc-2358-4733-aaec-376a2c17a19b:72,2,1,2,0,3,6,2.06983946770104e-08,2.06983946770104e-08,0.7333333333333333,0
Alejandro P. Buchmann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6714,2,0,1,1,2,8,1.55237960077578e-08,1.55237960077578e-08,0.7857142857142857,0
Ana Nicolaescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7736,2,0,1,1,2,5,1.55237960077578e-08,1.55237960077578e-08,0.7,25
Aneta Poniszewska-Maranda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11952,2,2,0,1,3,5,1.55237960077578e-08,1.55237960077578e-08,0.7,115
Kim Wuyts,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3172,2,1,1,0,2,8,1.55237960077578e-08,7.7618980038789e-09,0.7857142857142857,0
Michael Stein 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6709,2,0,1,1,2,8,1.55237960077578e-08,1.55237960077578e-08,0.7857142857142857,0
Michal Pawlak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11953,2,2,0,1,3,5,1.55237960077578e-08,1.55237960077578e-08,0.7,115
Nuha Alshuqayran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12029,2,1,0,1,2,5,1.55237960077578e-08,1.55237960077578e-08,0.7,0
Souhaila Serbout,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12176,2,2,0,3,5,4,1.55237960077578e-08,1.55237960077578e-08,0.5,0
Federico Quin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10538,2,0,2,1,3,6,1.37989297846736e-08,1.37989297846736e-08,0.7333333333333333,0
Selma Suloglu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3624,2,0,1,1,2,4,1.37989297846736e-08,1.37989297846736e-08,0.8333333333333334,0
Balwinder Sodhi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12652,2,1,0,1,2,2,1.03491973385052e-08,1.03491973385052e-08,0.0,355
Barbara Gallina,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10831,2,0,1,2,3,2,1.03491973385052e-08,1.03491973385052e-08,0.0,408
Christoph Schröer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12432,2,1,0,1,2,3,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,191
Christèle Faure,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10386,2,0,1,1,2,4,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,56
Eugene Eberbach,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10005,2,0,1,1,2,2,1.03491973385052e-08,1.03491973385052e-08,0.0,370
Farid Edrisi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12467,2,1,0,1,2,6,1.03491973385052e-08,1.03491973385052e-08,0.8,0
George Loukas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12708,2,1,0,1,2,6,1.03491973385052e-08,1.03491973385052e-08,0.8,14
Georgia Sakellari,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12710,2,1,0,1,2,6,1.03491973385052e-08,1.03491973385052e-08,0.8,14
Rainer Koschke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12754,2,2,0,2,4,2,1.03491973385052e-08,1.03491973385052e-08,0.0,525
Ralf Ramsauer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10388,2,1,1,0,2,4,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,0
Sagar Chaki,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9459,2,0,1,1,2,4,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,0
Sumit Bhardwaj,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6071,2,1,1,0,2,6,1.03491973385052e-08,1.03491973385052e-08,0.8,0
Sven Wittfoth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12433,2,1,0,1,2,3,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,191
Véronique Delebarre,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2790,2,0,1,1,2,4,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,56
Yue Zhang 0051,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7003,2,2,1,0,3,4,1.03491973385052e-08,1.03491973385052e-08,0.6666666666666666,0
Zipani Tom Sinkala,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12203,2,2,0,4,6,4,1.03491973385052e-08,0.0,0.6666666666666666,0
Paulo Gabriel Teixeira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10073,2,1,1,0,2,7,7.7618980038789e-09,5.1745986692526e-09,0.8571428571428571,0
Jason Lefever,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2817,2,3,3,0,6,5,6.8994648923368e-09,3.4497324461684e-09,0.8,0
Nataraj Kuntagod,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5497,2,1,1,0,2,5,6.8994648923368e-09,6.8994648923368e-09,0.8,0
Satya Sai Srinivas Abbabathula,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5498,2,1,1,0,2,5,6.8994648923368e-09,6.8994648923368e-09,0.8,0
Daniel Sokolowski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2658,2,1,2,0,3,3,5.1745986692526e-09,0.0,0.6666666666666666,0
David Gesvindr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12756,2,3,0,1,4,3,5.1745986692526e-09,5.1745986692526e-09,0.6666666666666666,0
Erik Poll,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12930,2,1,0,1,2,3,5.1745986692526e-09,5.1745986692526e-09,0.6666666666666666,0
Hiroyuki Nakagawa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3968,2,0,2,1,3,3,5.1745986692526e-09,5.1745986692526e-09,0.6666666666666666,84
Petr Tuma 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12238,2,1,0,1,2,6,2.0698394677010404e-09,0.0,0.9333333333333332,0
Vojtech Horký,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12237,2,1,0,1,2,6,2.0698394677010404e-09,0.0,0.9333333333333332,0
Aida Causevic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12083,2,1,0,1,2,3,0.0,0.0,1.0,0
Aitor Gartziandia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4815,2,1,1,0,2,7,0.0,0.0,1.0,0
Alois C. Knoll,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9293,2,1,1,0,2,6,0.0,0.0,1.0,0
Ana I. Torre-Bastida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12000,2,1,0,1,2,3,0.0,0.0,1.0,247
Andrew Leigh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12133,2,1,0,2,3,2,0.0,0.0,1.0,0
Anthony Finkelstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9133,2,0,1,1,2,2,0.0,0.0,1.0,0
Aurora Macías,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12912,2,1,0,1,2,3,0.0,0.0,1.0,0
Bahar Jazayeri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12715,2,1,0,1,2,1,0.0,0.0,0.0,0
Bedir Tekinerdogan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6266,2,0,1,2,3,3,0.0,0.0,1.0,0
Belén Vela,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12240,2,1,0,2,3,3,0.0,0.0,1.0,0
Benjamin Kok Siew Gan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7832,2,1,2,0,3,2,0.0,0.0,1.0,0
Benjamin Mayer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12307,2,1,0,1,2,2,0.0,0.0,1.0,0
Björn Leander,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12082,2,1,0,1,2,3,0.0,0.0,1.0,0
Brice Morin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2493,2,1,1,0,2,2,0.0,0.0,1.0,0
Carla Taramasco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3390,2,1,1,0,2,2,0.0,0.0,1.0,0
Carlos A. Varela,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12317,2,1,0,3,4,4,0.0,0.0,1.0,0
Charilaos Skandylas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10832,2,0,1,1,2,3,0.0,0.0,1.0,0
Chiara Braghin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12509,2,1,0,1,2,9,0.0,0.0,1.0,0
Chris Seifried,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4323,2,1,1,0,2,5,0.0,0.0,1.0,0
Christina Paule,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2536,2,1,1,0,2,2,0.0,0.0,1.0,0
Christina von Flach G. Chavez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8452,2,0,1,4,5,3,0.0,0.0,1.0,0
Christoph König 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7434,2,0,1,1,2,3,0.0,0.0,1.0,0
Cristina Casado-Lumbreras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5611,2,0,1,1,2,2,0.0,0.0,1.0,10
Dag I. K. Sjøberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6173,2,0,1,1,2,3,0.0,0.0,1.0,0
Dalila Tamzalit,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12505,2,2,0,1,3,2,0.0,0.0,1.0,439
Daniel Lübke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4739,2,0,1,1,2,0,0.0,0.0,0.0,840
Daniel Ståhl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9058,2,2,2,0,4,3,0.0,0.0,1.0,0
Daniel Toll,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7645,2,0,1,1,2,3,0.0,0.0,1.0,0
David Schubert,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12575,2,1,0,1,2,1,0.0,0.0,0.0,0
Denise Hideko Goya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6123,2,0,1,1,2,1,0.0,0.0,0.0,648
Dimitar Dimitrov 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12778,2,1,0,1,2,4,0.0,0.0,1.0,0
Dita Prikrylova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9148,2,0,1,1,2,2,0.0,0.0,1.0,0
Edilton Lima dos Santos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12495,2,1,0,2,3,3,0.0,0.0,1.0,0
Egbert Touw,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9509,2,1,1,0,2,1,0.0,0.0,0.0,0
Eng Lieh Ouh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7831,2,1,2,0,3,2,0.0,0.0,1.0,0
Eoan O'Dea,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12976,2,1,0,1,2,2,0.0,0.0,1.0,0
Eoin Woods,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7351,2,0,1,2,3,1,0.0,0.0,0.0,658
Ersin Ersoy 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11976,2,1,0,2,3,3,0.0,0.0,1.0,306
Eva Zimmermann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4121,2,0,1,1,2,5,0.0,0.0,1.0,0
Fabian Burzlaff,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12645,2,2,0,2,4,2,0.0,0.0,1.0,81
Fabio Di Lauro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12753,2,1,0,1,2,2,0.0,0.0,1.0,0
Felipe Cerezo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12239,2,1,0,2,3,3,0.0,0.0,1.0,0
Felipe Osses,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6043,2,0,1,1,2,5,0.0,0.0,1.0,0
Filip Krijt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11836,2,0,1,1,2,5,0.0,0.0,1.0,0
Franck Petitdemange,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6866,2,0,1,1,2,2,0.0,0.0,1.0,0
Frank Schnicke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12610,2,1,0,3,4,3,0.0,0.0,1.0,0
François Georis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12332,2,1,0,1,2,2,0.0,0.0,1.0,0
Gianna Reggio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10762,2,1,1,0,2,4,0.0,0.0,1.0,0
Giordano d'Aloisio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8563,2,0,1,2,3,5,0.0,0.0,1.0,0
Haoyu Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9005,2,1,1,0,2,6,0.0,0.0,1.0,0
Hasan Sözer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11979,2,1,0,3,4,3,0.0,0.0,1.0,306
Hongzhou Fang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2816,2,2,2,0,4,4,0.0,0.0,1.0,0
Héctor Cadavid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12639,2,1,0,1,2,3,0.0,0.0,1.0,0
Ingo Börsting,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1972,2,0,1,1,2,3,0.0,0.0,1.0,0
Isabelle Borne,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6867,2,0,1,1,2,2,0.0,0.0,1.0,0
James Ivers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4320,2,2,1,0,3,5,0.0,0.0,1.0,0
Jean-Philippe Gouigoux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12504,2,2,0,1,3,2,0.0,0.0,1.0,439
Jeisson Vergara-Vargas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12867,2,1,0,1,2,3,0.0,0.0,1.0,0
Johannes Geismann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12696,2,1,0,1,2,2,0.0,0.0,1.0,0
Joran Leest,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11536,2,1,1,0,2,3,0.0,0.0,1.0,0
Josu Díaz-de-Arcaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11998,2,1,0,1,2,3,0.0,0.0,1.0,247
Julie Dugdale,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1755,2,1,1,0,2,3,0.0,0.0,1.0,0
Kátia Romero Felizardo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6755,2,0,1,1,2,26,0.0,0.0,1.0,0
Laura M. Castro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12125,2,1,0,1,2,0,0.0,0.0,0.0,953
Lianping Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7139,2,1,3,0,4,0,0.0,0.0,0.0,957
Maciej Kopa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11954,2,1,0,1,2,4,0.0,0.0,1.0,115
Markku Oivo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7167,2,0,1,1,2,3,0.0,0.0,1.0,338
Mateusz Owczarek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11955,2,1,0,1,2,4,0.0,0.0,1.0,115
Matteo Esposito 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11989,2,1,0,2,3,6,0.0,0.0,1.0,0
Matthias Müller 0008,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3219,2,0,1,2,3,5,0.0,0.0,1.0,0
Michael Riegler 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12720,2,1,0,1,2,4,0.0,0.0,1.0,0
Mircea Filip Lungu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7495,2,0,1,1,2,2,0.0,0.0,1.0,0
Mohammed Abujayyab,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10573,2,0,1,2,3,3,0.0,0.0,1.0,0
Mubashir Ali,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12714,2,1,0,1,2,3,0.0,0.0,1.0,0
Ngoc-Thanh Nguyen 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7046,2,1,1,0,2,6,0.0,0.0,1.0,0
Niels Rood,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12040,2,1,0,1,2,5,0.0,0.0,1.0,0
Nuno Santos 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12053,2,1,0,1,2,2,0.0,0.0,1.0,0
Ondrej Gasior,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12757,2,1,0,1,2,2,0.0,0.0,1.0,0
Paula Rachow,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3779,2,1,1,0,2,1,0.0,0.0,0.0,0
Philip Bianco,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1769,2,1,1,0,2,2,0.0,0.0,1.0,0
Rajitha Yasaweerasinghelage,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12063,2,2,0,1,3,3,0.0,0.0,1.0,0
Ramin Tavakoli Kolagari,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12008,2,1,0,1,2,2,0.0,0.0,1.0,190
Raúl Miñón,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11999,2,1,0,1,2,3,0.0,0.0,1.0,247
Rebecca Wirfs-Brock,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12742,2,1,0,2,3,1,0.0,0.0,0.0,0
Robin Roitsch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12406,2,1,0,1,2,2,0.0,0.0,1.0,0
Rodrigo Falcão,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10393,2,0,1,1,2,2,0.0,0.0,1.0,0
Rohit Mehra,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3329,2,1,7,0,8,7,0.0,0.0,1.0,0
Samuele Giussani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12936,2,1,0,1,2,3,0.0,0.0,1.0,0
Sangeeth Kochanthara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12039,2,1,0,1,2,5,0.0,0.0,1.0,0
Sanny Schmid,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4761,2,0,1,1,2,5,0.0,0.0,1.0,0
Sara B. O. Gennari Carturan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6122,2,0,1,1,2,1,0.0,0.0,0.0,648
Saulo S. de Toledo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6171,2,0,1,1,2,3,0.0,0.0,1.0,0
Sebastian Geiger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12630,2,1,0,1,2,4,0.0,0.0,1.0,0
Simone da Silva Amorim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8451,2,0,1,4,5,3,0.0,0.0,1.0,0
Stefan Haselbock,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12777,2,1,0,1,2,2,0.0,0.0,1.0,0
Stefanie Jasser,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12482,2,1,0,2,3,5,0.0,0.0,1.0,0
Stephen John Warnett,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12334,2,3,0,1,4,2,0.0,0.0,1.0,0
Suhrid Karthik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3896,2,1,1,0,2,3,0.0,0.0,1.0,0
Szymon Kijas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12227,2,1,0,1,2,2,0.0,0.0,1.0,0
Tadej Borovsak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9997,2,1,1,0,2,5,0.0,0.0,1.0,0
Tarik Terzimehic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9507,2,1,1,0,2,5,0.0,0.0,1.0,0
Thiago Bianchi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6753,2,0,1,1,2,26,0.0,0.0,1.0,0
Thiago Gottardi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1404,2,0,2,1,3,2,0.0,0.0,1.0,114
Thomas Bauer 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8773,2,0,1,1,2,7,0.0,0.0,1.0,0
Tobias Wägemann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12007,2,1,0,1,2,2,0.0,0.0,1.0,190
Tomas Lindström,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12084,2,1,0,1,2,3,0.0,0.0,1.0,0
Torben Worm,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12522,2,2,0,1,3,2,0.0,0.0,1.0,0
Torvald Mårtensson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9114,2,2,1,0,3,3,0.0,0.0,1.0,0
Vandana Singh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3535,2,0,2,1,3,1,0.0,0.0,0.0,766
Wolfgang Slany,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3221,2,0,1,1,2,5,0.0,0.0,1.0,0
Zbynek Jirácek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11837,2,0,1,1,2,5,0.0,0.0,1.0,0
