name,database_id,degree_weighted,betweenness_unweighted,clustering_unweighted,k_shell,role
Syed Asad Ali Naqvi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1347,8,0.0001094747390754,0.6071428571428571,5,core
Muneera Bano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4975,4,0.0001093529103961,0.3333333333333333,3,broker
Benjamin Steenhoek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1315,12,0.0001088264375176,0.3787878787878788,5,broker
Mikhail Evtikhiev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4839,6,0.0001087670317594,0.4666666666666667,3,broker
Daniel Elsner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4036,10,0.0001086166063364,0.5555555555555556,6,broker
David O'Brien,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6545,8,0.000108009277412,0.6071428571428571,6,core
Amey Karkare,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2772,12,0.0001071193670521,0.4545454545454545,7,broker
Peng Gao 0008,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3482,9,0.0001070537671941,0.6111111111111112,6,core
Gurdeep Virdi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6405,11,0.0001067602499045,0.6,7,core
Alex Kass,4:a207e2fc-2358-4733-aaec-376a2c17a19b:928,11,0.0001067602499045,0.6,7,core
Vibhu Saujanya Sharma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3328,13,0.0001067028118593,0.4358974358974359,7,broker
Arilo Claudio Dias-Neto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:800,8,0.0001066760764328,0.4642857142857143,4,broker
Raffi Khatchadourian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:566,8,0.0001066726267004,0.5,5,broker
Sooyoung Cha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1640,6,0.0001066691769679,0.4,3,broker
Travis D. Breaux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3322,10,0.0001066676245883,0.6222222222222222,7,core
Eero I. Laukkanen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1492,7,0.0001066536531719,0.6190476190476191,5,core
Marius Liaaen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:535,6,0.0001066510658726,0.6,4,core
Susanne Braun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2429,6,0.0001066510658726,0.6,4,core
Wei Song 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5598,3,0.0001066484785732,0.3333333333333333,2,broker
Javier Luis Cánovas Izquierdo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:788,2,0.0001066484785732,0.0,1,broker
Richard Berntsson-Svensson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5374,3,0.0001066484785732,0.3333333333333333,2,broker
Jürgen Münch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:82,2,0.0001066484785732,0.0,1,broker
Roberta Capuano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12463,3,0.0001066484785732,0.3333333333333333,2,broker
Hong Zhu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3733,4,0.0001066484785732,0.5,3,broker
Daniel Martens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1732,2,0.0001066484785732,0.0,1,broker
Nikos Diamantopoulos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:108,7,0.0001066484785732,0.7142857142857143,6,core
Michael Nolting,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8522,9,0.0001066484785732,0.7777777777777778,8,core
Ronnie de Souza Santos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6920,4,0.0001066484785732,0.5,3,broker
Ruizhi Gao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2358,6,0.0001066484785732,0.6666666666666666,5,core
Samuil Angelov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8329,3,0.0001066484785732,0.3333333333333333,2,broker
Sebastian Kotstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13147,5,0.0001066484785732,0.6,4,core
Jenna L. Butler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12,3,0.0001066484785732,0.3333333333333333,2,broker
Shin Hong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6721,5,0.0001066484785732,0.6,4,core
Alejandro Russo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8359,6,0.0001066484785732,0.6666666666666666,5,core
Isabella Graßl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1684,4,0.0001066484785732,0.5,3,broker
Will Snipes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3805,7,0.0001066484785732,0.7142857142857143,6,core
Mario Zagar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12178,3,0.0001066484785732,0.3333333333333333,2,broker
John D. McGregor,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2577,4,0.0001066484785732,0.5,3,broker
Hennie Huijgens,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3169,9,0.0001066484785732,0.7777777777777778,8,core
Simon Schwichtenberg,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8364,4,0.0001066484785732,0.5,3,broker
Srinivas Pinisetty,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9930,3,0.0001066484785732,0.3333333333333333,2,broker
Kati Kuusinen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4540,3,0.0001066484785732,0.3333333333333333,2,broker
Marc Roper,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5328,4,0.0001066484785732,0.5,3,broker
Jesper Andersson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12105,5,0.0001066484785732,0.6,4,core
Kesina Baral,4:a207e2fc-2358-4733-aaec-376a2c17a19b:870,9,0.0001066484785732,0.7777777777777778,8,core
Stephanie Ludi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4116,4,0.0001066484785732,0.5,3,broker
Henrique Rocha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2235,4,0.0001066484785732,0.5,3,broker
Lorenzo Capra,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12484,3,0.0001066484785732,0.3333333333333333,2,broker
Zheng Li 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6423,4,0.0001066484785732,0.5,3,broker
Nico Hochgeschwender,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3095,6,0.0001066484785732,0.6666666666666666,5,core
Parth Thakkar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5614,7,0.0001066484785732,0.7142857142857143,6,core
Efthimia Aivaloglou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:912,5,0.0001066484785732,0.6,4,core
Hee Beng Kuan Tan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5001,3,0.0001066484785732,0.3333333333333333,2,broker
Klaas Andries de Graaf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13592,4,0.0001066484785732,0.5,3,broker
Cynthia C. S. Liem,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1481,3,0.0001066484785732,0.3333333333333333,2,broker
Anila Mjeda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1144,3,0.0001066484785732,0.3333333333333333,2,broker
Luigi Benedicenti,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3291,7,0.0001066484785732,0.7142857142857143,6,core
Tobias Holstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4091,3,0.0001066484785732,0.3333333333333333,2,broker
Profir-Petru Pârtachi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5911,4,0.0001066484785732,0.5,3,broker
Walt Scacchi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1981,4,0.0001066484785732,0.5,3,broker
Giovanni Morana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9364,3,0.0001066484785732,0.3333333333333333,2,broker
Árpád Beszédes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11571,4,0.0001066484785732,0.5,3,broker
Mohd Hafeez Osman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9290,7,0.0001066484785732,0.7142857142857143,6,core
Wasif Afzal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8640,6,0.0001066484785732,0.6666666666666666,5,core
Qusay H. Mahmoud,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2937,5,0.0001066484785732,0.6,4,core
Jörg Kienzle,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8997,3,0.0001066484785732,0.3333333333333333,2,broker
Ken Power,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5266,2,0.0001066484785732,0.0,1,broker
Rajkumar Buyya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8612,4,0.0001066484785732,0.5,3,broker
Naomi Unkelos-Shpigel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:528,3,0.0001066484785732,0.3333333333333333,2,broker
Carlos Eduardo da Silva,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3938,4,0.0001066484785732,0.5,3,broker
Darko Bozhinoski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8967,8,0.0001066484785732,0.75,7,core
Zadia Codabux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9561,3,0.0001066484785732,0.3333333333333333,2,broker
Heike Wehrheim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6001,6,0.0001066415791084,0.5333333333333333,3,broker
Aitor Arrieta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2833,9,0.0001066381293759,0.6388888888888888,7,core
Claudia Linnhoff-Popien,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4836,10,0.0001066329547772,0.5777777777777777,7,broker
Massimo Narizzano,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9707,5,0.0001066277801786,0.6,3,core
Ivana Bosnic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12130,6,0.0001066277801786,0.7333333333333333,5,core
Francisco José Domínguez Mayo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10022,6,0.0001066277801786,0.6,4,core
Armando Tacchella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9708,5,0.0001066277801786,0.6,3,core
Igor Cavrak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12131,6,0.0001066277801786,0.7333333333333333,5,core
Maja Stula,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12686,4,0.0001066277801786,0.6666666666666666,3,core
María José Escalona,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10024,6,0.0001066277801786,0.6,4,core
Josip Maras,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12684,4,0.0001066277801786,0.6666666666666666,3,core
André C. Hora,4:a207e2fc-2358-4733-aaec-376a2c17a19b:199,5,0.0001066174309812,0.6,3,core
Marie-Christine Jakobs,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10792,5,0.0001066174309812,0.6,3,core
Heejo Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8492,6,0.0001066174309812,0.6,4,core
Ming Hua 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6791,7,0.0001065863833892,0.7142857142857143,5,core
Yunho Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6075,4,0.0001065863833892,0.6666666666666666,3,core
Weifeng Pan 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6789,7,0.0001065863833892,0.7142857142857143,5,core
Efraín R. Fonseca C.,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5527,5,0.0001065794839243,0.6,3,core
Abhishek Sainani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1872,9,0.0001065725844594,0.6111111111111112,6,core
Marcus Trapp,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3007,5,0.0001065656849945,0.8,4,core
Zhijie Wang 0014,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1340,13,0.0001065595740725,0.4358974358974359,6,broker
Vincenzo Riccio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9783,8,0.0001064943690255,0.5714285714285714,6,broker
Umair Z. Ahmed,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7095,6,0.0001064311454291,0.6,4,core
Jiahao Liu 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:425,7,0.0001063587010478,0.6190476190476191,5,core
Phuong T. Nguyen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2200,9,0.0001063545206895,0.5555555555555556,5,broker
Jorge Andrés Díaz Pace,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12476,6,0.0001061129177623,0.4,3,broker
Dario Amoroso d'Aragona,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10617,11,0.0001056661219066,0.6363636363636364,7,core
Sten Grüner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12554,8,0.0001055510528169,0.5357142857142857,5,broker
Filipe Roseiro Côgo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:575,11,0.0001055425896494,0.4363636363636363,6,broker
Thomas Degueule,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3299,6,0.0001054762073115,0.7333333333333333,5,core
Nargiz Humbatova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:581,9,0.0001054715829024,0.6944444444444444,6,core
Leen Lambers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3019,6,0.0001051706507766,0.4666666666666667,4,broker
Felix Keplinger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3550,10,0.0001048539364744,0.5777777777777777,6,broker
Xiaofeng Liu 0013,4:a207e2fc-2358-4733-aaec-376a2c17a19b:763,12,0.0001042717331836,0.6818181818181818,9,core
Prem Devanbu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:889,12,0.0001042271114557,0.5454545454545454,8,broker
Peisen Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:591,11,0.0001033153670008,0.3818181818181818,7,broker
Germán Regis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2541,14,0.00010322543412,0.5164835164835165,7,broker
Johannes Bader 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4593,11,0.0001032081234621,0.6545454545454545,8,core
Edson César Cunha de Oliveira,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2783,14,0.000103166218641,0.4945054945054945,8,broker
Hamzeh Khazaei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2864,7,0.0001025851787448,0.4285714285714285,4,broker
Gian Luca Scoccia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3410,12,0.0001023728864567,0.4090909090909091,5,broker
Andrew Truelove,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3648,5,0.00010219883637,0.5,3,broker
Andrew Habib,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7314,11,0.000102056680182,0.7272727272727273,8,core
Abdoul Kader Kaboré,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7313,11,0.000102056680182,0.7272727272727273,8,core
Sicong Cao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4820,11,0.0001012174920914,0.8181818181818182,9,core
Lili Bo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4821,11,0.0001012174920914,0.8181818181818182,9,core
Zhi Guan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:637,11,0.000101215761393,0.6181818181818182,7,core
Guanhong Tao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1674,16,0.0001008326340486,0.425,9,broker
Eiji Adachi Barbosa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9723,6,0.0001008166424162,0.6666666666666666,5,core
Enrico Vicario,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12423,7,0.000100507158524,0.5238095238095238,4,broker
Haochen He,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2181,11,0.0001001434729155,0.6727272727272727,8,core
Mark Klein 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:998,9,0.0001000074069249,0.5,6,broker
Rima Al Ali,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11962,10,9.93739643752337e-05,0.6,7,core
Jean Quilbeuf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12153,8,9.908625918958294e-05,0.5714285714285714,5,broker
Anjiang Wei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1309,12,9.847775611076158e-05,0.3939393939393939,6,broker
Jan Pacovsky,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8340,8,9.782778399177968e-05,0.6785714285714286,7,core
Jürgen Börstler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2985,7,9.775284411875712e-05,0.4285714285714285,4,broker
Laura Moreno,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4505,10,9.77378204665236e-05,0.6444444444444445,7,core
M. Alireza Hakamian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12164,11,9.7690423423689e-05,0.4,6,broker
Maxime Lamothe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2229,7,9.756335553119544e-05,0.2857142857142857,3,broker
Akinori Ihara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3201,10,9.751016800786994e-05,0.4,5,broker
Jörg Henß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12248,10,9.71706798374192e-05,0.5555555555555556,7,broker
Ettore Merlo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11542,6,9.704797194644737e-05,0.4,3,broker
Tianming Liu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:966,12,9.703109071366396e-05,0.5151515151515151,8,broker
Haowen Yang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4904,12,9.69017129609878e-05,0.4696969696969697,7,broker
Ezekiel O. Soremekun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1628,8,9.6309561295885e-05,0.5,5,broker
Tianxiao Gu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6273,16,9.593218237249656e-05,0.4416666666666666,8,broker
Stephan Seifermann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11964,13,9.58342275663621e-05,0.5512820512820513,7,broker
Maged Elaasar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4081,5,9.576830786740467e-05,0.9,5,core
Marcela Genero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4080,5,9.576830786740467e-05,0.9,5,core
Yvan Labiche,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4079,5,9.576830786740467e-05,0.9,5,core
Qianxiang Wang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1269,17,9.574256514200786e-05,0.5,9,broker
Jiayi Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7838,12,9.546328036239692e-05,0.4696969696969697,7,broker
Sheng Wen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4148,9,9.520919084506724e-05,0.6666666666666666,6,core
Xiaogang Zhu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4146,9,9.520919084506724e-05,0.6666666666666666,6,core
Kunpeng Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4143,9,9.520919084506724e-05,0.6666666666666666,6,core
Emad Aghajani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5135,13,9.44499513259524e-05,0.5384615384615384,7,broker
Patanamon Thongtanunam,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2533,8,9.398779022547852e-05,0.3571428571428571,5,broker
Lucas Sakizloglou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3017,6,9.197856774294396e-05,0.4666666666666667,4,broker
Zhiyong Feng 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:252,12,9.163710627901147e-05,0.4242424242424242,6,broker
Ziyi Zhang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5801,5,9.156887074783182e-05,0.6,4,core
Aastha Pant,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5901,14,9.140229340964856e-05,0.5604395604395604,9,broker
Thomas W. Reps,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5986,6,9.100586626000143e-05,0.6,5,core
Jordan Henkel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5984,6,9.100586626000143e-05,0.6,5,core
Kamonphop Srisopha,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2753,8,9.080875053051248e-05,0.5,4,broker
Jiazhen Gu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1168,23,9.060395534000976e-05,0.3873517786561264,9,broker
Syed Shariyar Murtaza,4:a207e2fc-2358-4733-aaec-376a2c17a19b:381,8,9.0592216410482e-05,0.3571428571428571,4,broker
Klym Shumaiev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12266,9,9.058859414340656e-05,0.6944444444444444,5,core
Andreas Biesdorf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5003,9,9.058859414340656e-05,0.6944444444444444,5,core
Pasquale Salza,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6556,9,8.938323489476767e-05,0.6111111111111112,6,core
Dongsun Kim 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3701,20,8.887643880858351e-05,0.4526315789473684,9,broker
Floris Bex,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12726,8,8.86549916429041e-05,0.4285714285714285,4,broker
Shichao Lv,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4374,9,8.857262262922816e-05,0.5833333333333334,6,broker
Kenji Fujiwara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5090,9,8.853859463495014e-05,0.5555555555555556,5,broker
Fabiano Pecorelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:909,8,8.853181670705972e-05,0.6071428571428571,6,core
Feng Li 0045,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1601,15,8.808792329981251e-05,0.5428571428571428,8,broker
Wei Huo 0005,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1604,15,8.808792329981251e-05,0.5428571428571428,8,broker
Jie Liang 0006,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1101,21,8.807543896624794e-05,0.3857142857142857,8,broker
Henning Groenda,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8210,6,8.766651019375795e-05,0.4,4,broker
Paul Rimba,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1118,13,8.748192208958886e-05,0.6153846153846154,7,core
Davood Mazinanian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4234,10,8.700151528570807e-05,0.4,5,broker
Feng Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4516,8,8.699356986591632e-05,0.7142857142857143,6,core
Yu Nong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4514,8,8.699356986591632e-05,0.7142857142857143,6,core
Chun Cao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2403,14,8.697084565769735e-05,0.6263736263736264,8,core
Patrick Heymans,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4443,11,8.683495020682777e-05,0.509090909090909,6,broker
Jiaming Ye,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1659,11,8.677454367121884e-05,0.509090909090909,7,broker
Hao He 0012,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6655,11,8.671000503864175e-05,0.4,5,broker
Murali Chintalapati,4:a207e2fc-2358-4733-aaec-376a2c17a19b:808,12,8.661968549820553e-05,0.5454545454545454,7,broker
Dominik Fuchß,4:a207e2fc-2358-4733-aaec-376a2c17a19b:67,27,8.640391408042797e-05,0.4871794871794871,17,broker
Manuel Oriol,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12512,5,8.635788915778615e-05,0.7,4,core
Marco Stadler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8571,7,8.603404888029654e-05,0.5714285714285714,5,broker
Jiakun Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6148,14,8.554723123320978e-05,0.4725274725274725,8,broker
Ashish Sureka,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1964,5,8.553395405858553e-05,0.4,3,broker
Willian Nalepa Oizumi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6558,13,8.311420285308596e-05,0.7692307692307693,11,core
Angelo Susi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6359,5,8.303385492638616e-05,0.6,4,core
Xiao Cheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6657,8,8.190993788726718e-05,0.5714285714285714,5,broker
Loli Burgueño,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8360,6,8.171011028198503e-05,0.7333333333333333,5,core
Antonio Vallecillo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8363,6,8.171011028198503e-05,0.7333333333333333,5,core
Di Yang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3731,9,8.092390640646754e-05,0.6666666666666666,7,core
Jonas Fritzsch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2391,11,8.084326749996995e-05,0.4363636363636363,5,broker
Paulo Meirelles,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3281,10,8.059828251847146e-05,0.4444444444444444,5,broker
Rabe Abdalkareem,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7849,8,7.984655974207925e-05,0.5714285714285714,6,broker
Yun Yang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7346,6,7.958943230967603e-05,0.4666666666666667,5,broker
Michele Tucci 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9799,7,7.951006715125664e-05,0.4285714285714285,4,broker
Noman Ahmad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12507,9,7.933799708084058e-05,0.7222222222222222,6,core
Gillian C. Oliver,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1074,10,7.886176472414732e-05,0.5111111111111111,7,broker
Linda Erlenhov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3207,5,7.80482401175294e-05,0.6,3,core
Tao Wang 0030,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2014,18,7.801771906098841e-05,0.6405228758169934,11,core
Liu Wang 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6900,13,7.768374762265059e-05,0.5512820512820513,8,broker
Eman Abdullah AlOmar,4:a207e2fc-2358-4733-aaec-376a2c17a19b:44,11,7.717087279634749e-05,0.4181818181818181,5,broker
Jiahong Xiang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2335,13,7.708168989654585e-05,0.6923076923076923,9,core
Mojtaba Bagherzadeh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2055,7,7.688261541135534e-05,0.7142857142857143,5,core
Mukelabai Mukelabai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4850,9,7.679868452379348e-05,0.4722222222222222,5,broker
Haibing Zheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10337,13,7.66269864063475e-05,0.5512820512820513,8,broker
Jafar M. Al-Kofahi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7183,7,7.644843785104676e-05,0.6666666666666666,5,core
Suresh Thummalapenta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8026,7,7.630109448073884e-05,0.4761904761904761,5,broker
Thanh Le-Cong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4989,10,7.600005816997763e-05,0.6,7,core
Miguel Angel Fernández,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1278,9,7.5146622083105e-05,0.5833333333333334,6,broker
James Dominic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9141,11,7.497239815001177e-05,0.4363636363636363,6,broker
Jorge Melegati,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4681,6,7.475984997111149e-05,0.7333333333333333,5,core
Reem Alfayez,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2754,8,7.454137934160578e-05,0.5,4,broker
Lukas Alperowitz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2519,8,7.44664057818584e-05,0.4642857142857143,4,broker
