name,database_id,degree_weighted,betweenness_unweighted,clustering_unweighted,k_shell,role
Yan Liu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:98,176,0.0370593316731733,0.0481818181818181,9,broker
David Lo 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:212,140,0.0345854276832943,0.0505652620760534,9,broker
Rick Kazman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:342,71,0.0296880150658491,0.0780684104627766,10,broker
Patrizio Pelliccione,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1505,78,0.0246984997339844,0.0642690642690642,9,broker
Thomas Zimmermann 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13,53,0.0185799296075649,0.0892597968069666,8,broker
Christoph Treude,4:a207e2fc-2358-4733-aaec-376a2c17a19b:63,66,0.0178553714372518,0.0797202797202797,8,broker
Hongyu Zhang 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:168,173,0.0174870593260206,0.0543755881166823,15,broker
Danny Weyns,4:a207e2fc-2358-4733-aaec-376a2c17a19b:997,77,0.0169347174320497,0.1165413533834586,22,broker
Alexander Serebrenik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:668,52,0.0152495517440371,0.0716440422322775,8,broker
Xin Xia 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:242,94,0.0148491635063751,0.0803019903912148,9,broker
John C. Grundy,4:a207e2fc-2358-4733-aaec-376a2c17a19b:683,77,0.0145637440254172,0.0632262474367737,8,broker
Nenad Medvidovic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1889,52,0.0142086517108225,0.1101055806938159,10,broker
Christian Kästner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2041,68,0.0133902550637191,0.0702370500438981,8,broker
Mike Papadakis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:300,46,0.0129498102731771,0.0975845410628019,9,broker
Rafael Prikladnicki,4:a207e2fc-2358-4733-aaec-376a2c17a19b:897,59,0.0120222408918785,0.157218001168907,20,broker
Yuanfang Cai,4:a207e2fc-2358-4733-aaec-376a2c17a19b:923,55,0.0119086910988814,0.1191919191919192,10,broker
Catia Trubiani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10784,43,0.0118594419835335,0.1339977851605758,11,broker
Xiapu Luo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:327,80,0.0115165750436903,0.0759493670886076,9,broker
Paris Avgeriou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2094,42,0.0113460141600949,0.0859465737514518,7,broker
Lei Ma 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1342,64,0.0111201248257513,0.0972222222222222,9,broker
Li Li 0029,4:a207e2fc-2358-4733-aaec-376a2c17a19b:290,56,0.0110366428241969,0.1266233766233766,9,broker
Alberto Bacchelli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:546,52,0.0106124023479979,0.0806938159879336,8,broker
Mark Harman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:301,61,0.0102037398812511,0.1289617486338797,13,broker
Mehdi Mirakhorli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2275,46,0.0099992766720384,0.1178743961352657,10,broker
Chunyang Chen 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:955,62,0.0099832851534881,0.1084082496033844,9,broker
Junjie Chen 0003,4:a207e2fc-2358-4733-aaec-376a2c17a19b:140,87,0.0098967248420201,0.1053194333066025,14,broker
Anita Sarma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2749,65,0.0098680785003746,0.1125,9,broker
Patricia Lago,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1685,72,0.0097983535230355,0.0582942097026604,8,broker
Alessio Bucaioni,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5349,29,0.0096604451115716,0.1305418719211822,6,broker
Andrew Begel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:129,34,0.0095087344861063,0.1336898395721925,8,broker
Andrea Janes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1029,35,0.0091943214553463,0.1411764705882353,8,broker
Tingting Yu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:939,33,0.0091197013003149,0.2575757575757575,14,broker
Michael Felderer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4686,49,0.0089974409569014,0.2066326530612245,20,broker
Zhi Jin 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3432,49,0.0089797796422273,0.2559523809523809,22,broker
Gordon Fraser 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:20,61,0.0088474034664482,0.0633879781420765,7,broker
Yingfei Xiong 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:356,50,0.0087827743793284,0.116734693877551,8,broker
Leonardo Mariani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1208,29,0.0087502614299357,0.1034482758620689,6,broker
Lu Xiao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:550,32,0.0086673996377692,0.219758064516129,10,broker
Zhendong Su 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:860,66,0.0086014274971364,0.0904428904428904,9,broker
Bogdan Vasilescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:437,63,0.0085342796208393,0.0778289810547875,8,broker
Yves Le Traon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:613,51,0.0084586878488093,0.1380392156862745,9,broker
Ilias Gerostathopoulos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:111,61,0.0081865474415603,0.1234972677595628,17,broker
Ivano Malavolta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1050,53,0.0081770729309353,0.0798258345428156,8,broker
Tim Menzies,4:a207e2fc-2358-4733-aaec-376a2c17a19b:192,23,0.0080858789252855,0.1383399209486166,7,broker
Jan Bosch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:463,35,0.0080040386453851,0.1109243697478991,7,broker
Tao Xie 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1270,90,0.0079898983907119,0.0883895131086142,12,broker
Sven Apel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1230,42,0.0079688446712732,0.0859465737514518,6,broker
Bram Adams,4:a207e2fc-2358-4733-aaec-376a2c17a19b:669,42,0.0079084029839066,0.0754936120789779,7,broker
Elisa Yumi Nakagawa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2092,59,0.0078875789049582,0.249561659848042,26,broker
Thorsten Berger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:217,36,0.0076488755549784,0.0984126984126984,7,broker
Claire Le Goues,4:a207e2fc-2358-4733-aaec-376a2c17a19b:438,43,0.0075522997058109,0.0952380952380952,8,broker
Ting Liu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:88,45,0.007435757468779,0.1838383838383838,9,broker
Harald C. Gall,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1446,39,0.0074319245843388,0.145748987854251,8,broker
Jane Cleland-Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1873,51,0.0074274960788885,0.0886274509803921,7,broker
Tommi Mikkonen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:831,39,0.0074026298873622,0.0742240215924426,6,broker
Francesca Arcelli Fontana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2202,36,0.007353620884223,0.1047619047619047,8,broker
Jun Sun 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:16,66,0.0072458673917426,0.0848484848484848,9,broker
Burak Turhan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4297,36,0.007231421495244,0.1587301587301587,9,broker
Fabio Palomba,4:a207e2fc-2358-4733-aaec-376a2c17a19b:39,48,0.0071735290958762,0.12677304964539,8,broker
Yuriy Brun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1439,43,0.0070408611700106,0.1262458471760797,8,broker
Lingming Zhang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:863,65,0.0070027725317746,0.09375,9,broker
Zibin Zheng,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1047,73,0.0069883255302127,0.0882800608828006,9,broker
Massimiliano Di Penta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:647,55,0.0068967050258665,0.1191919191919192,8,broker
Annibale Panichella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:40,43,0.0068893711807615,0.0830564784053156,8,broker
Marsha Chechik,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2244,43,0.0068447511886627,0.1472868217054263,13,broker
Xiangyu Zhang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:118,70,0.0068041468863446,0.1006211180124223,10,broker
Shing-Chi Cheung,4:a207e2fc-2358-4733-aaec-376a2c17a19b:57,56,0.0067620779492643,0.1246753246753246,9,broker
Damian A. Tamburri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:910,45,0.006744937773316,0.107070707070707,8,broker
Rogardt Heldal,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3253,43,0.0066979752324562,0.2945736434108527,20,broker
Uwe Zdun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4898,48,0.006639993656203,0.076241134751773,7,broker
André van der Hoek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:954,36,0.0064373265198052,0.1412698412698412,10,broker
Igor Fabio Steinmacher,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2926,68,0.0064188192710647,0.0943810359964881,8,broker
Chris Parnin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:52,34,0.006410101173996,0.0909090909090909,6,broker
Christian Bird,4:a207e2fc-2358-4733-aaec-376a2c17a19b:14,45,0.006360987485644,0.1222222222222222,8,broker
Romina Spalazzese,4:a207e2fc-2358-4733-aaec-376a2c17a19b:732,38,0.0063547558952631,0.1650071123755334,11,broker
Alexander Egyed,4:a207e2fc-2358-4733-aaec-376a2c17a19b:389,41,0.0062869280801581,0.1378048780487805,9,broker
Heiko Koziolek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1157,45,0.0062596684122011,0.1404040404040404,11,broker
Liming Zhu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:713,52,0.006242951400954,0.1447963800904977,8,broker
Muhammad Ali Babar 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1521,44,0.0060597594113102,0.0602536997885835,7,broker
Ahmed E. Hassan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:577,49,0.0060350894993569,0.1130952380952381,8,broker
Matthias Galster,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2019,32,0.006023635405826,0.1048387096774193,7,broker
André van Hoorn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2537,38,0.0059971417557016,0.1280227596017069,8,broker
Stefan Kugele,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9288,29,0.0059827473826514,0.1206896551724138,6,broker
David Garlan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:734,46,0.0058776604109253,0.1256038647342995,10,broker
Margaret-Anne D. Storey,4:a207e2fc-2358-4733-aaec-376a2c17a19b:545,31,0.0058576618073441,0.1182795698924731,8,broker
Timo Kehrer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3723,37,0.0058127228172025,0.3768768768768769,22,broker
Klaas-Jan Stol,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1643,25,0.0057893058617944,0.1833333333333333,8,broker
Arie van Deursen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1464,55,0.00577048094927,0.0868686868686868,8,broker
Xin Peng 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:727,58,0.0057595588502466,0.1203871748336358,9,broker
Daniel M. Germán,4:a207e2fc-2358-4733-aaec-376a2c17a19b:131,29,0.0057577073043866,0.1699507389162561,8,broker
Dan Hao 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1853,48,0.0056659385632596,0.1604609929078014,9,broker
Bashar Nuseibeh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:393,66,0.0055694302703658,0.1799533799533799,22,broker
Michael D. Ernst,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2492,27,0.0054421084559239,0.131054131054131,7,broker
Yi Li 0008,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2524,22,0.0054186378945263,0.2467532467532467,9,broker
Laurie A. Williams,4:a207e2fc-2358-4733-aaec-376a2c17a19b:53,50,0.0053445270665316,0.0775510204081632,7,broker
Jin Song Dong 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:253,32,0.0053186312026236,0.1955645161290322,7,broker
Sumit Gulwani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2769,37,0.0052507532522855,0.1681681681681681,10,broker
Julia Rubin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1338,23,0.0051674723976304,0.0948616600790513,6,broker
Marcel Böhme,4:a207e2fc-2358-4733-aaec-376a2c17a19b:737,36,0.0051434797085776,0.1015873015873015,7,broker
Neil A. Ernst,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1750,26,0.005141821402448,0.1169230769230769,7,broker
Franco Raimondi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1099,17,0.0050322786660458,0.2352941176470588,6,broker
N. C. Shrikanth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:926,10,0.0049901459600081,0.5555555555555556,7,broker
Andreas Zeller,4:a207e2fc-2358-4733-aaec-376a2c17a19b:490,39,0.0049444242922112,0.0917678812415654,7,broker
Yu Jiang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:879,69,0.0049085384656985,0.108695652173913,9,broker
Lu Zhang 0023,4:a207e2fc-2358-4733-aaec-376a2c17a19b:357,45,0.0049006610456042,0.1525252525252525,9,broker
Satish Chandra 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1885,44,0.0048598242114286,0.1818181818181818,15,broker
Riccardo Scandariato,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4325,22,0.0048542932382551,0.1255411255411255,5,broker
Shin Yoo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2605,24,0.0048250133732462,0.1268115942028985,5,broker
Sam Malek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1582,32,0.0048221968838331,0.1774193548387097,10,broker
He Zhang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:917,45,0.0048113233468275,0.1262626262626262,7,broker
Sasa Misailovic,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1333,29,0.0047885005104663,0.3916256157635468,17,broker
Javier Cámara 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:172,40,0.0047765629605433,0.1794871794871795,11,broker
Pooyan Jamshidi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2040,39,0.0047273032222013,0.2712550607287449,17,broker
Andrzej Wasowski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:350,28,0.00465830152934,0.1534391534391534,7,broker
Justus Bogner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1989,35,0.0046212524502809,0.1058823529411764,6,broker
Shin Hwei Tan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2572,42,0.0045823446188749,0.1161440185830429,9,broker
Na Meng 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2514,35,0.0045169142844657,0.107563025210084,8,broker
Michael Pradel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:50,48,0.0044833991991004,0.0673758865248227,8,broker
Xiaoxing Ma,4:a207e2fc-2358-4733-aaec-376a2c17a19b:58,28,0.0044726399507579,0.2698412698412698,8,broker
Sebastian Baltes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3184,16,0.004416908857026,0.1416666666666666,4,broker
Xiaofei Xie,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1661,64,0.0044004285000231,0.1269841269841269,9,broker
Stephan Krusche,4:a207e2fc-2358-4733-aaec-376a2c17a19b:201,45,0.0043733765851382,0.2404040404040404,20,broker
Fuyuki Ishikawa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7272,31,0.0043538619314235,0.5333333333333333,22,broker
Myra B. Cohen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:231,29,0.0043253592417535,0.125615763546798,6,broker
Jennifer Horkoff,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2664,24,0.0043021009392434,0.3768115942028985,14,broker
Ludovico Iovino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7734,28,0.0042715598428272,0.1719576719576719,6,broker
Davide Di Ruscio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2201,25,0.0042706473107903,0.18,8,broker
Yue Yu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2103,44,0.0042077294211976,0.1585623678646934,9,broker
Baowen Xu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1344,54,0.0041909096528122,0.1313766596785464,9,broker
Guenther Ruhe,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3892,29,0.0041717460082037,0.1527093596059113,7,broker
Nachiappan Nagappan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1817,31,0.0041654159516932,0.1655913978494623,8,broker
Zhenchang Xing,4:a207e2fc-2358-4733-aaec-376a2c17a19b:710,54,0.0041221149146858,0.1264849755415793,8,broker
Shuvendu K. Lahiri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3006,38,0.0041139313808914,0.1024182076813655,7,broker
Andy Zaidman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:41,35,0.0041103868930063,0.1478991596638655,8,broker
Cesare Pautasso,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1863,20,0.0040618942491902,0.1789473684210526,7,broker
Simos Gerasimou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1293,25,0.0040604593293454,0.1533333333333333,6,broker
Anne Koziolek,4:a207e2fc-2358-4733-aaec-376a2c17a19b:70,64,0.004056149429345,0.1279761904761904,17,broker
Axel Legay,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2326,25,0.0040502614673198,0.1766666666666666,6,broker
Yepang Liu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3488,50,0.0040386790042597,0.1322448979591836,9,broker
Miryung Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2125,32,0.0040333198826075,0.1189516129032258,7,broker
Eric Bodden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:291,37,0.0039947555745878,0.1411411411411411,9,broker
Robert Feldt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2590,19,0.0039637870007847,0.1111111111111111,5,broker
Weiyi Shang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1619,31,0.0039527263127198,0.1612903225806451,8,broker
Yiling Lou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2887,46,0.0038940133869801,0.1536231884057971,9,broker
Lin Tan 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:119,40,0.0038550276129864,0.132051282051282,9,broker
Henry Muccini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1756,33,0.0038477767561226,0.1136363636363636,8,broker
Antonia Bertolino,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1217,24,0.003829499795068,0.1630434782608695,5,broker
Michael R. Lyu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1015,73,0.0038220462539244,0.1324200913242009,12,broker
Dongmei Zhang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:809,72,0.0037971790148801,0.1690140845070422,14,broker
Rodrigo Pereira dos Santos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:127,33,0.0037946997045719,0.1420454545454545,7,broker
Stefen Becker,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4421,40,0.0037898594533124,0.1653846153846153,11,broker
Luciano Baresi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2853,24,0.0037859268426103,0.1050724637681159,6,broker
Eduardo Santana de Almeida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1528,34,0.003776568250916,0.3636363636363636,20,broker
Hridesh Rajan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:584,36,0.0037718481176458,0.1142857142857142,6,broker
Neha Rungta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7523,45,0.0037672783088307,0.6888888888888889,37,core
Emerson R. Murphy-Hill,4:a207e2fc-2358-4733-aaec-376a2c17a19b:309,47,0.0037573204458837,0.1156336725254394,8,broker
Xiwei Xu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:712,47,0.0037570687264605,0.1628122109158186,8,broker
Wei Le,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1318,30,0.0037418707866163,0.1494252873563218,7,broker
Antony Tang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3424,18,0.0037353863065024,0.1633986928104575,7,broker
Paul Ralph,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2178,24,0.0037303959711116,0.0652173913043478,5,broker
Corina S. Pasareanu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5491,22,0.0036707307114998,0.1731601731601731,8,broker
Robert Heinrich,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4416,62,0.0036688332660763,0.1475409836065573,17,broker
Earl T. Barr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3676,24,0.0036642975553925,0.181159420289855,7,broker
Tegawendé F. Bissyandé,4:a207e2fc-2358-4733-aaec-376a2c17a19b:612,59,0.0036294144214752,0.1461133839859731,9,broker
Manuel Rigger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:429,10,0.0036147779955904,0.3555555555555555,5,broker
Iftekhar Ahmed 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2406,33,0.0035764137749469,0.1136363636363636,7,broker
Jon Whittle 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1075,31,0.0035702723487993,0.1913978494623656,8,broker
Darko Marinov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:101,30,0.0035529526933128,0.1471264367816092,7,broker
Gabriele Bavota,4:a207e2fc-2358-4733-aaec-376a2c17a19b:645,51,0.0035457488209949,0.1662745098039215,8,broker
Emad Shihab,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1393,30,0.0035416311139849,0.135632183908046,8,broker
Yasutaka Kamei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:745,21,0.0035244140828184,0.1952380952380952,5,broker
Stefan Wagner 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:38,44,0.0035183065635474,0.0761099365750528,7,broker
Amir Molzam Sharifloo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1525,28,0.0035163538087026,0.4153439153439153,17,broker
Radu Calinescu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2902,53,0.0035098858898068,0.2481857764876632,22,broker
Gregor Engels,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4861,21,0.0035060665225384,0.1619047619047619,5,broker
Jianmei Guo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4,18,0.0035059972491741,0.2352941176470588,6,broker
Manuel Wimmer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:719,22,0.0034902391804581,0.1601731601731601,6,broker
Daniela E. Damian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:340,30,0.0034876003212039,0.1655172413793103,8,broker
Jeff Huang 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5102,29,0.0034610826073016,0.167487684729064,9,broker
Joshua Garcia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1888,37,0.003459384052273,0.1696696696696696,10,broker
Jinhan Kim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3097,10,0.0034095616113693,0.5111111111111111,7,broker
Eric Knauss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3254,24,0.0034033564204505,0.1884057971014492,6,broker
Valentina Lenarduzzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4427,32,0.0033865031359177,0.1875,8,broker
Ting Su 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:956,37,0.003383476528187,0.1846846846846846,9,broker
Ipek Ozkaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4322,19,0.0033760410617421,0.1929824561403508,7,broker
Bradley R. Schmerl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:171,26,0.0033625351566161,0.2061538461538461,9,broker
Miroslaw Staron,4:a207e2fc-2358-4733-aaec-376a2c17a19b:276,35,0.0033578630811706,0.1025210084033613,6,broker
Nobukazu Yoshioka,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6886,15,0.0033569594973549,0.3809523809523809,7,broker
Denys Poshyvanyk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1111,60,0.0033226424120424,0.1141242937853107,8,broker
Xusheng Xiao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:969,36,0.0033217036987981,0.1428571428571428,8,broker
Mojtaba Shahin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1073,23,0.0032973795661799,0.2213438735177865,8,broker
Chenguang Zhu 0002,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4800,24,0.0032920240045567,0.217391304347826,8,broker
Tomás Bures,4:a207e2fc-2358-4733-aaec-376a2c17a19b:996,39,0.0032827595412961,0.1228070175438596,7,broker
Birgit Penzenstadler,4:a207e2fc-2358-4733-aaec-376a2c17a19b:232,14,0.0032766559508216,0.4065934065934066,7,broker
Ivan Beschastnikh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2240,28,0.0032623539109181,0.1243386243386243,6,broker
Rui Abreu 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3399,28,0.0032366039276747,0.1137566137566137,7,broker
Xing Hu 0008,4:a207e2fc-2358-4733-aaec-376a2c17a19b:241,47,0.0032177643931645,0.1591119333950046,9,broker
Ingo Weber,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12064,24,0.0032157753944605,0.2391304347826087,7,broker
Barbara Paech,4:a207e2fc-2358-4733-aaec-376a2c17a19b:555,26,0.0031553940597263,0.32,14,broker
Rafael Capilla,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4424,19,0.0031310638167686,0.175438596491228,8,broker
Yutong Zhao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:549,15,0.0031195650037956,0.5619047619047619,10,broker
Baishakhi Ray,4:a207e2fc-2358-4733-aaec-376a2c17a19b:223,40,0.0031148440307445,0.1256410256410256,8,broker
Danny Dig,4:a207e2fc-2358-4733-aaec-376a2c17a19b:604,26,0.0031148329437547,0.1446153846153846,6,broker
Premkumar T. Devanbu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1800,26,0.0031094812664591,0.1969230769230769,8,broker
Kevin Moran,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1204,46,0.0031083263295042,0.1536231884057971,8,broker
Leandro L. Minku,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4881,16,0.0031026140111752,0.1916666666666666,6,broker
Charles Sutton,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3569,19,0.0030911543354088,0.2163742690058479,6,broker
Norbert Seyff,4:a207e2fc-2358-4733-aaec-376a2c17a19b:237,16,0.0030542739347819,0.3083333333333333,7,broker
Georgios Gousios,4:a207e2fc-2358-4733-aaec-376a2c17a19b:544,29,0.0030527568905524,0.1502463054187192,8,broker
Tien N. Nguyen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:374,37,0.0030504873353349,0.1216216216216216,6,broker
Abhik Roychoudhury,4:a207e2fc-2358-4733-aaec-376a2c17a19b:829,30,0.0030277940093582,0.1172413793103448,7,broker
Rocco Oliveto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:42,39,0.0030270917501819,0.224021592442645,8,broker
Qingwei Lin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:768,74,0.0030240486515648,0.1777119585338763,15,broker
