name,conference,year,role
Christine Julien 0001,icse,2016,broker
Elisabetta Di Nitto,icse,2016,broker
Roberto E. Lopez-Herrejon,icse,2016,broker
Alexander Egyed,icse,2016,broker
Dora Dzvonyar,icse,2016,broker
James R. Cordy,icse,2016,broker
Muhammad Rezaul Karim 0002,icse,2016,broker
Qingwei Lin,icse,2016,broker
Jian-Guang Lou,icse,2016,broker
Jan-Peter Ostberg,icse,2016,broker
Matthew L. Hale,icse,2016,broker
Rose F. Gamble,icse,2016,broker
Tao Yue 0002,icse,2016,broker
Shuai Wang 0001,icse,2016,broker
Shaukat Ali 0001,icse,2016,broker
Marius Liaaen,icse,2016,broker
Miao Du,icse,2016,broker
Shirley V. Moore,icse,2016,broker
Suresh C. Kothari,icse,2016,core
Rahul Krishna,icse,2016,core
Michael Duckett,icse,2016,core
Erik A. Jagroep,icse,2016,core
Yaarit Goel,icse,2016,core
Giuseppe Destefanis,icse,2016,core
Darlan Arruda,icse,2016,core
Zadia Codabux,icse,2016,broker
Charith Perera,icse,2016,core
Morgan Price,icse,2016,core
Meiyappan Nagappan,icse,2016,core
Pietro Ferrara 0001,icse,2016,core
Manuel Dominguez,icse,2016,core
Rajiv Ramdhany,icse,2016,core
Dang Vinh Tran,icse,2016,core
Tom Maibaum,icse,2016,core
Titus Barik,icse,2016,core
Yunhui Zheng,icse,2016,core
Aldo Dagnino,icse,2016,core
Henry Muccini,icse,2016,core
Drew Suarez,icse,2016,broker
Clément Quinton,icse,2016,core
Matthias Uflacker,icse,2016,core
Jin Guo 0004,icse,2016,broker
Xavier Devroey,icse,2016,core
Young Min Baek,icse,2016,core
Cemal Yilmaz 0001,icse,2016,broker
Michiel Willocx,icse,2016,core
Catia Trubiani,icse,2016,core
Sarah Nadi,icse,2016,core
Erica Lan,icse,2016,core
Edgar R. Q. Weidema,icse,2016,core
Timothy C. Lethbridge,icse,2016,core
Bruno Barbieri Pontes Cafeo,icse,2016,core
Rick Salay,icse,2016,core
Huai Liu,icse,2016,core
Mohammad Amin Alipour,icse,2016,core
Roykrong Sukkerd,icse,2016,core
Fabio Palomba,icse,2016,core
Ting Liu 0002,icse,2016,core
Tulika Mitra,icse,2016,core
Leen Blom,icse,2016,core
Andy Schürr,icse,2016,core
Amel Bennaceur,icse,2016,core
Rami Marelly,icse,2016,core
Kyle R. Corpus,icse,2016,core
Cuong Nguyen 0001,icse,2016,core
Floren Alexis T. Espinosa,icse,2016,core
Karolina Follis,icse,2016,core
Thomas Thüm,icse,2016,core
Feifei Tong,icse,2016,core
Vasileios P. Kemerlis,icse,2016,core
John Bird,icse,2016,core
Kenny Wong,icse,2016,broker
Wei-Chen Pan,icse,2016,core
René Just,icse,2016,core
Cleviton V. F. Monteiro,icse,2016,core
LiGuo Huang,icse,2016,broker
Cheolyong Jang,icse,2016,core
Walt Scacchi,icse,2016,broker
Guoping Rong,icse,2016,core
Tessandra Sage,icse,2016,core
David C. Shepherd,icse,2016,core
Qiong Feng,icse,2016,core
Sigurthor Bjorgvinsson,icse,2016,core
Sihan Li,icse,2016,core
Matteo Interlandi,icse,2016,core
Yanick Fratantonio,icse,2016,core
Brenton Cooper,icse,2016,core
Yvonne Dittrich,icse,2016,core
Jaspreet Bhatia,icse,2016,core
Mitra Bokaei Hosseini,icse,2016,core
N. C. Shrikanth,icse,2016,core
Nor Aiza Moketar,icse,2016,core
Luiz Fernando Capretz,icse,2016,core
Jouni Similä,icse,2016,core
Gaurab Luitel,icse,2016,core
Bow-Yaw Wang,icse,2016,core
David Harel,icse,2016,core
Ronnie E. S. Santos,icse,2016,core
Jens Meinicke,icse,2016,core
Alexey Zagalsky,icse,2016,core
Dong Shao,icse,2016,core
Zhenzhou Tian,icse,2016,core
Omar S. Gómez,icse,2016,core
Bora Caglayan,icse,2016,core
Jean Baptiste Gning,icse,2016,core
Mahmoud Mohammadi,icse,2016,core
Syed Shariyar Murtaza,icse,2016,core
Rohit Gheyi,icse,2016,core
Jules White,icse,2016,core
Andrea Janes,icse,2016,core
Cleyton V. C. de Magalhães,icse,2016,core
Bruno Cabral 0001,icse,2016,core
Yuxing Ma,icse,2016,core
Chunrong Fang,icse,2016,core
Michael Hennings,icse,2016,core
Jokin García,icse,2016,core
Andrei Lascu,icse,2016,broker
Komminist Weldemariam,icse,2016,core
Erwin Frise,icse,2016,core
George Grispos,icse,2016,core
Timothy Lethbridge,icse,2016,core
Bonita Sharif,icse,2016,core
Jongwook Kim,icse,2016,core
Andrea Zisman,icse,2016,core
Mohammad Masudur Rahman 0001,icse,2016,core
Andreas Katis,icse,2016,core
Alisher Mansurov,icse,2016,core
Akin Bayraktar,icse,2016,core
Anders Lundgren,icse,2016,broker
William Simm,icse,2016,core
Bendra Ojameruaye,icse,2016,core
Vladimir Filkov,icse,2016,core
Raphael Stein,icse,2016,core
Sam Malek,icse,2016,core
Miltiadis Allamanis,icse,2016,core
Tan Kiat Wee,icse,2016,core
Franco Raffaele Cotugno,icse,2016,core
Sumit Gulwani,icse,2016,core
Shaikh Jeeshan Kabeer,icse,2016,core
Robert Feldt,icse,2016,core
Blake Bassett,icse,2016,core
Darren Hui,icse,2016,core
Paul M. Clarke,icse,2016,core
Pradeepkumar Duraisamy,icse,2016,core
Abhijeet Banerjee,icse,2016,core
Zvonimir Rakamaric,icse,2016,core
Ayse Tosun,icse,2016,core
Asli Filiz,icse,2016,core
Brad A. Myers,icse,2016,core
Fei Wu 0004,icse,2016,core
Feng Feng 0001,icse,2016,core
George Antoniou,icse,2016,core
Tam The Nguyen,icse,2016,core
Florian Wessling,icse,2016,core
Caitlin Sadowski,icse,2016,core
Steven Arzt,icse,2016,broker
Amanda Rodda-Tyler,icse,2016,broker
Jason A. Collins,icse,2016,core
Jon Mathews,icse,2016,core
Liam Glenny,icse,2016,core
Bedir Tekinerdogan,icse,2016,core
David Garlan,icse,2016,core
J. Scott Hawker,icse,2016,core
Reihaneh H. Hariri,icse,2016,broker
Andrea Arcuri,icse,2016,broker
Charles Sutton,icse,2016,core
Parminder Flora,icse,2016,core
Cameron M. Hine,icse,2016,core
Alexandre Sztajnberg,icse,2016,broker
Preethu Rose Anish,icse,2016,core
Yukako Iimura,icse,2016,core
Marcus Peinado,icse,2016,core
Amitabh Saxena,icse,2016,core
Rana Alkadhi,icse,2016,core
Jouni Lappalainen,icse,2016,core
Frank W. Vogelezang,icse,2016,broker
Jiaping Gui,icse,2016,core
Abdelwahab Hamou-Lhadj,icse,2016,core
Benjamin Mehne,icse,2016,core
Ondrej Lengál,icse,2016,core
Aaron K. Massey,icse,2016,core
Mozhan Soltani,icse,2016,core
Chethana Dinakar,icse,2016,core
Eunsuk Kang,icse,2016,core
Anh Tuan Nguyen 0001,icse,2016,core
Moussa Amrani,icse,2016,core
Jerry S. Busby,icse,2016,core
Antonio Martini 0001,icse,2016,broker
Kiyoshi Honda,icse,2016,core
Peng Wang,icse,2016,core
Maria Angela Ferrario,icse,2016,core
Ilenia Fronza,icse,2016,core
Xuewei Chen,icse,2016,core
Fan Long,icse,2016,broker
He Zhang 0001,icse,2016,core
Shaobo He 0002,icse,2016,core
Vladimir Ivanov 0001,icse,2016,core
Yavuz Köroglu,icse,2016,core
Xiaoyin Wang,icse,2016,core
Rainer Niedermayr,icse,2016,core
Marcello M. Bersani,icse,2016,core
Damien Magoni,icse,2016,core
Nimrod Busany,icse,2016,broker
Ran Mo,icse,2016,core
Aditya Desai,icse,2016,core
Steven A. O'Hara,icse,2016,broker
Reza Matinnejad,icse,2016,core
Raoul Jetley,icse,2016,core
Carlos Bernal-Cárdenas,icse,2016,core
Subhajit Roy 0001,icse,2016,core
Michal Moskal,icse,2016,core
Daniel Ståhl,icse,2016,broker
Hasan Kaya,icse,2016,core
Eduardo Santana de Almeida,icse,2016,core
David Wolf,icse,2016,core
Andreas Pamboris,icse,2016,core
Yixue Zhao,icse,2016,core
Andrea De Lucia,icse,2016,core
Qun Li 0001,icse,2016,core
Junhua Ding 0001,icse,2016,core
Ulrik Franke,icse,2016,core
Hakam W. Alomari,icse,2016,core
Mohammad Hosseini 0002,icse,2016,core
Benjamin Clark,icse,2016,core
Robert E. Wiegand,icse,2016,core
Bahtijar Vogel,icse,2016,core
Yan Wang,icse,2016,broker
Armando Solar-Lezama,icse,2016,core
Ding Li 0001,icse,2016,core
Daniel Ratiu,icse,2016,broker
Sylvain Frey,icse,2016,core
Mark Levine,icse,2016,core
Gunter Saake,icse,2016,core
Andreas Bayer,icse,2016,core
Jeremy S. Bradbury,icse,2016,broker
Pádraig O'Leary,icse,2016,core
Luiz Landau,icse,2016,core
Siobhán Clarke,icse,2016,core
Hanieh Alipour,icse,2016,core
Youjip Won,icse,2016,core
Latifa Guerrouj,icse,2016,core
Blaine A. Price,icse,2016,core
Tung Thanh Nguyen,icse,2016,core
Yucong Duan,icse,2016,core
Jason Ho,icse,2016,core
Qingkai Zeng 0002,icse,2016,core
María Gómez 0001,icse,2016,core
Nishant Sinha 0001,icse,2016,core
Ian Hargreaves,icse,2016,core
Haukur Steinn Logason,icse,2016,core
Zuoyi Wang,icse,2016,core
Michael D. Ernst,icse,2016,core
Valerio Cosentino,icse,2016,core
Néstor Cataño,icse,2016,core
José Adson O. G. da Cunha,icse,2016,core
Matteo Franchin,icse,2016,core
Jeff Harding,icse,2016,core
Flávio Medeiros,icse,2016,core
Andrzej Wasowski,icse,2016,core
Niko Mäkitalo,icse,2016,core
Afnan A. Al-Subaihin,icse,2016,core
Ana Moreira 0001,icse,2016,core
Flávia Coimbra Delicato,icse,2016,core
Igor Fabio Steinmacher,icse,2016,core
Harald Søndergaard,icse,2016,core
Bersant Deva,icse,2016,core
Eman Alatawi,icse,2016,core
Jeremy Petch,icse,2016,core
Taijara Loiola de Santana,icse,2016,core
Maria Paasivaara,icse,2016,core
Ahmed Seffah,icse,2016,core
Rahul Kumar,icse,2016,core
Thomas Gabor,icse,2016,core
Christopher Vendome,icse,2016,broker
Kai Mindermann,icse,2016,core
Nicolás Cardozo,icse,2016,core
Guy Weiss,icse,2016,core
Samir Hasan,icse,2016,core
Xiao-Yuan Jing,icse,2016,core
Betty H. C. Cheng,icse,2016,core
Jacques Carette,icse,2016,core
Hristina Palikareva,icse,2016,core
Franco Raimondi,icse,2016,core
Erica Weilemann,icse,2016,core
Xuanzhe Liu,icse,2016,core
Mikael Lindvall,icse,2016,core
Zachary King,icse,2016,core
Bernhard Schätz,icse,2016,broker
Emilio Incerto,icse,2016,core
Jaewoo Kim,icse,2016,core
Michael Stein 0001,icse,2016,core
Victor Rivera,icse,2016,core
Ranjan Kumar,icse,2016,core
Víctor A. Braberman,icse,2016,core
Timo Aaltonen,icse,2016,core
Ramon Abílio,icse,2016,core
Håkan Burden,icse,2016,core
W. K. Umayanganie Munipala,icse,2016,broker
Daniel G. Shapiro,icse,2016,core
Youssef Hamadi,icse,2016,core
Jeffrey Svajlenko,icse,2016,core
Rana Abdullah M. Almurshed,icse,2016,core
Jonathan E. Cook 0001,icse,2016,core
Yafeng Lu,icse,2016,core
Lionel Montrieux,icse,2016,core
Heitor A. X. Costa,icse,2016,core
Ryan Stanley,icse,2016,core
Christopher Theisen,icse,2016,core
Jifeng Xuan,icse,2016,core
Andrew Wallace,icse,2016,core
Alessio Petrozziello,icse,2016,core
Mithun P. Acharya,icse,2016,core
Stefan Fischer 0006,icse,2016,core
Hasso Plattner,icse,2016,core
Brent Prox,icse,2016,core
Yan Liu 0001,icse,2016,core
Erran Carmel,icse,2016,core
Paul Howarth,icse,2016,core
Jeffrey S. Foster,icse,2016,core
Thomas Gross 0003,icse,2016,core
Dimitri Van Landuyt,icse,2016,core
Lawrence Peters,icse,2016,core
James Holston,icse,2016,core
Dongmei Zhang 0006,icse,2016,core
Naihao Wu,icse,2016,core
Alexei Kolomiets,icse,2016,core
Qi Xuan 0001,icse,2016,core
Baishakhi Ray,icse,2016,core
Linda Laird,icse,2016,broker
Xin Ye 0003,icse,2016,core
Eran Yahav,icse,2016,core
James Howison,icse,2016,broker
Reimar Schröter,icse,2016,core
Zhenjiang Hu 0002,icse,2016,core
Tomoaki Yagi,icse,2016,core
Luke Dickens,icse,2016,core
Duc Minh Le,icse,2016,broker
Zahra Shakeri Hossein Abad,icse,2016,core
Valentin Wüstholz,icse,2016,core
Francisco J. S. Vasconcellos,icse,2016,core
Tanja Mayerhofer,icse,2016,core
Sanjay Singh,icse,2016,core
Atakan Erdem,icse,2016,core
Giuseppe Scanniello,icse,2016,core
Frank Löffler 0002,icse,2016,core
Judith Bishop,icse,2016,core
Arosha K. Bandara,icse,2016,core
Thomas Ball 0001,icse,2016,core
Olaa Alsaedi,icse,2016,core
Jerry O'Mahony,icse,2016,core
Dionisio de Niz,icse,2016,core
Michael Emmi,icse,2016,core
Yue Cai Zhu,icse,2016,core
Michael Young,icse,2016,core
John D. McGregor,icse,2016,broker
Ville Karavirta,icse,2016,core
Rina Zviel-Girshin,icse,2016,broker
Forrest Shull,icse,2016,core
Qi Xin 0001,icse,2016,broker
Mohammad Sharaf,icse,2016,core
Jia-Guang Sun 0001,icse,2016,core
Bujar Raufi,icse,2016,core
Razvan Ranca,icse,2016,core
Yang Zhang,icse,2016,core
Tsung-Ju Lii,icse,2016,core
Chengnian Sun,icse,2016,core
Franz Wotawa,icse,2016,core
Yue Luo,icse,2016,core
Nathan Rosenberg,icse,2016,broker
Matthias Galster,icse,2016,broker
Tapio Auvinen,icse,2016,core
Yiqiang Liu,icse,2016,core
Kent L. Beck,icse,2016,core
Yuanfang Cai,icse,2016,core
Daniela E. Damian,icse,2016,core
Yu Jiang 0001,icse,2016,core
Jonathan I. Maletic,icse,2016,core
Rodric Rabbah,icse,2016,core
Saheel Godhane,icse,2016,core
Ralph E. Johnson,icse,2016,core
Liang Xu,icse,2016,core
Yagup Macit,icse,2016,core
Murali Krishna Ramanathan,icse,2016,core
Naouel Moha,icse,2016,core
Lionel Seinturier,icse,2016,core
Walter Squires,icse,2016,broker
Doruk Kutluay,icse,2016,core
Zhaopeng Tu,icse,2016,core
Sergio Hernandez-Gonzalez,icse,2016,core
Erik Mavrinac,icse,2016,core
Saurabh Chauhan,icse,2016,core
David Lo 0001,icse,2016,core
Mesfin Kifle,icse,2016,core
Dalal Alrajeh,icse,2016,core
Rebecca James,icse,2016,core
Piyush Kumar,icse,2016,core
Thomas Bruckmann,icse,2016,core
Qi Ke,icse,2016,core
Tegawendé F. Bissyandé,icse,2016,core
Philippe Preux,icse,2016,core
Nirnaya Tripathi,icse,2016,core
Jared M. Smith,icse,2016,core
Luis Corral,icse,2016,core
Amritanshu Agrawal,icse,2016,core
Thomas Durieux,icse,2016,broker
Breno Miranda,icse,2016,broker
Mario Linares Vásquez,icse,2016,core
Alex Kass,icse,2016,core
Jairo Aponte,icse,2016,core
Yan Li 0077,icse,2016,core
Jianjun Huang 0001,icse,2016,core
Pratap Lakshman,icse,2016,core
Étienne André 0001,icse,2016,core
Hamid Bagheri,icse,2016,core
Davood Mazinanian,icse,2016,core
Richard Stocker 0001,icse,2016,core
Konstantinos Angelopoulos,icse,2016,core
Patrick Letouze,icse,2016,core
Tingting Yu 0001,icse,2016,core
Junji Shimagaki,icse,2016,core
Mirco Tribastone,icse,2016,core
Julian Flake,icse,2016,core
Khaled Albusays,icse,2016,broker
Safiah Sidek,icse,2016,core
Michael W. Godfrey,icse,2016,core
Jonathan Aldrich,icse,2016,core
Puneet Sachdeva,icse,2016,core
Philipp Diebold,icse,2016,core
Madi Zhanbyrtayev,icse,2016,broker
Pavithra Sathiyanarayanan,icse,2016,core
Smadar Szekely,icse,2016,core
Yingfei Xiong 0001,icse,2016,core
Alessandro F. Garcia 0001,icse,2016,core
Vítor E. Silva Souza,icse,2016,core
Zeheng Li,icse,2016,broker
Ram Krishnan,icse,2016,core
Rita Francese,icse,2016,core
Mark Law,icse,2016,core
Shafquat Mahmud,icse,2016,core
Nidhi Jain,icse,2016,core
Kevin Moran,icse,2016,core
Per Lenberg,icse,2016,core
Eduardo Figueiredo 0001,icse,2016,core
Kevin Barabash,icse,2016,core
Cuong Cu,icse,2016,broker
Qingkun Liu,icse,2016,core
Giuseppe Procaccianti,icse,2016,core
Fabian Benduhn,icse,2016,core
Anat Berkman-Chardon,icse,2016,core
Vineet Hingorani,icse,2016,core
Joseph P. Near,icse,2016,broker
Hailong Zhang 0006,icse,2016,core
Murat Çinar,icse,2016,core
Michael Stumm,icse,2016,core
Jackie Launay,icse,2016,core
Naoki Yonezaki,icse,2016,core
Christian D. Newman,icse,2016,core
Mark Staples,icse,2016,core
Zhendong Su 0001,icse,2016,core
Andrew Smith,icse,2016,core
Brian Anderson,icse,2016,core
Michele Bonardi,icse,2016,core
Foutse Khomh,icse,2016,core
Bill Chu,icse,2016,core
Samuli Pekkola,icse,2016,core
Lisandra M. Fontoura,icse,2016,core
Lingming Zhang 0001,icse,2016,core
Kari Smolander,icse,2016,core
Martin Becker 0002,icse,2016,core
Ashish Sureka,icse,2016,core
Hennie Huijgens,icse,2016,broker
Christoph Matthies,icse,2016,core
Michael Fischer 0010,icse,2016,core
Rocky Slavin,icse,2016,core
Jin Song Dong 0001,icse,2016,core
Jan Jürjens,icse,2016,core
Lance A. Allison,icse,2016,broker
Lorin Hochstein,icse,2016,broker
Nanjangud C. Narendra,icse,2016,core
Hugo Bruneliere,icse,2016,core
Gang Huang 0001,icse,2016,core
Robin Adams,icse,2016,core
Roel J. Wieringa,icse,2016,core
Jian Wu 0001,icse,2016,core
Rui Zhang,icse,2016,core
Asako Matsuoka,icse,2016,core
Charlie Curtsinger,icse,2016,core
Sven Apel,icse,2016,core
Øyvind Bakkeli,icse,2016,core
Haochao Ying,icse,2016,core
Mathias Ekstedt,icse,2016,core
Max Mühlhäuser,icse,2016,core
Sergey Mechtaev,icse,2016,core
Shiyang Cheng 0002,icse,2016,core
Ameer Armaly,icse,2016,broker
Ganesh Gopalakrishnan,icse,2016,core
William G. J. Halfond,icse,2016,core
Sebastian G. Elbaum,icse,2016,core
Xusheng Xiao,icse,2016,core
Daniela Inclezan,icse,2016,core
Hongwei Zeng,icse,2016,broker
Joanna Pivatelli,icse,2016,core
Jonathan Araujo,icse,2016,core
Guillermo Gohan E. Guerrero III,icse,2016,core
Chen Wang 0008,icse,2016,core
Lov Kumar,icse,2016,core
Kenji Tei,icse,2016,core
Edward K. Smith,icse,2016,core
Guido Salvaneschi,icse,2016,broker
Bing Xie,icse,2016,core
Mahmoud Husseini Orabi,icse,2016,core
Jean-Michel Bruel,icse,2016,core
Chang-Ai Sun,icse,2016,core
Soroush Ghorashi,icse,2016,broker
Myra B. Cohen,icse,2016,core
Michael L. Collard,icse,2016,core
Monica S. Lam,icse,2016,core
Marco Ortu,icse,2016,core
Samuel Karumba,icse,2016,core
Letícia Machado,icse,2016,core
Mauro Baluda,icse,2016,core
Jeffrey G. Gray,icse,2016,core
Stephanie Ludi,icse,2016,broker
Youngwan Lee,icse,2016,core
Jonathan de Halleux,icse,2016,core
Thomas Zehler,icse,2016,core
Juan Zhai,icse,2016,core
Axel Küpper,icse,2016,core
Joshua Wing Kei Ho,icse,2016,core
Bryan M. Kramer,icse,2016,core
Steffen Vaupel,icse,2016,core
Ioannis Parissis,icse,2016,core
André van der Hoek,icse,2016,core
Michael Vierhauser,icse,2016,core
Fabio Calefato,icse,2016,broker
Yingjun Lyu,icse,2016,core
Konstantin Rubinov,icse,2016,core
Peter Plant,icse,2016,core
Stephen J. Fink,icse,2016,core
Quan Zheng 0001,icse,2016,core
Mouna Tka Mnad,icse,2016,core
Lucas Gren,icse,2016,broker
Shiva Krishna Imminni,icse,2016,core
Jefferson Ridgeway,icse,2016,core
Amirhossein Vakili,icse,2016,broker
Steven Mark Drucker,icse,2016,core
Arie van Deursen,icse,2016,core
Andrew Cain,icse,2016,broker
Joost Visser 0001,icse,2016,core
Horst Sauer,icse,2016,core
Jean Vanderdonckt,icse,2016,core
Dominik Safaric,icse,2016,core
Hui Liu 0003,icse,2016,core
Vu Le 0002,icse,2016,core
Siqi Wu,icse,2016,core
Andrew Gacek,icse,2016,core
Chris J. Wright,icse,2016,core
Fuensanta Medina-Domínguez,icse,2016,core
Nathan Wilder,icse,2016,core
Arianit Kurti,icse,2016,core
Javier Cámara 0001,icse,2016,core
Michael J. Coblenz,icse,2016,core
Bihuan Chen 0001,icse,2016,core
Andrew J. McAllister,icse,2016,broker
Hui Yang,icse,2016,core
Joshua Sunshine,icse,2016,core
Allen Marshall,icse,2016,core
Ming-Hsien Tsai 0001,icse,2016,core
Wolff-Michael Roth,icse,2016,core
Kevin M. Oliver,icse,2016,core
Martin Schäf,icse,2016,core
Erik M. Fredericks,icse,2016,broker
Mikako Ishigaki,icse,2016,core
Hao Sun,icse,2016,core
John Herbert,icse,2016,broker
Andreas Stefik,icse,2016,core
Brian P. Bailey,icse,2016,core
John Mylopoulos,icse,2016,core
Aditya P. Mathur,icse,2016,core
Djedjiga Outioua,icse,2016,core
Nicholas A. Kraft,icse,2016,core
Aswathy Nair,icse,2016,core
Weiyi Shang,icse,2016,core
Matteo Orrù,icse,2016,broker
Nitin M. Tiwari,icse,2016,core
Per Runeson,icse,2016,broker
Ciera Jaspan,icse,2016,core
Christina Chung,icse,2016,core
Matthias Habbe,icse,2016,core
Douglas H. Martin,icse,2016,broker
Thomas Arts,icse,2016,core
Vincent J. Hellendoorn,icse,2016,core
Patrick O'Connor,icse,2016,core
Stephen Swift,icse,2016,core
George S. Avrunin,icse,2016,core
Marc Schreiber,icse,2016,core
Dietmar Pfahl,icse,2016,core
Sanjay Chaudhary,icse,2016,core
Oscar Pastor 0001,icse,2016,broker
Montgomery Carter,icse,2016,core
Juan Garbajosa,icse,2016,core
Junjie Chen 0003,icse,2016,core
Paulo Anselmo da Mota Silveira Neto,icse,2016,core
Peng Zhang 0034,icse,2016,core
Tomasz Kalbarczyk,icse,2016,broker
Hironori Washizaki,icse,2016,core
Patrick Rempel,icse,2016,broker
W. Spencer Smith,icse,2016,core
Shigeki Hagihara,icse,2016,core
Sikefu Xie,icse,2016,core
Shuo Song,icse,2016,core
Seung Yeob Shin,icse,2016,core
Daniel Fernández Lanvin,icse,2016,core
Iohan Gonçalves Vargas,icse,2016,core
Min-Young Nam,icse,2016,core
Song Wang 0009,icse,2016,core
Jirayus Jiarpakdee,icse,2016,core
Carmine Gravino,icse,2016,core
Trong Duc Nguyen,icse,2016,core
Yao Guo 0001,icse,2016,core
Andrea Avancini,icse,2016,core
Marcello Missiroli,icse,2016,core
Pankajan Chanthirasegaran,icse,2016,core
Yangfan Zhou,icse,2016,core
Jack Moffitt,icse,2016,core
Todd D. Millstein,icse,2016,core
Massila Kamalrudin,icse,2016,core
Chiao Hsieh,icse,2016,core
Abram Hindle,icse,2016,core
Genaro Rebolledo-Mendez,icse,2016,core
Charles Wallace 0001,icse,2016,core
Fumin Qi,icse,2016,core
Frances Paulisch,icse,2016,broker
Daniel Mayer,icse,2016,broker
Wolfram Schulte,icse,2016,core
Jean-Marc Davril,icse,2016,core
Travis D. Breaux,icse,2016,core
Michael Braun,icse,2016,core
Fausto Spoto,icse,2016,core
Marie-Pierre Gervais,icse,2016,core
Ching-Yung Lin,icse,2016,core
Giuliano Antoniol,icse,2016,core
Jiajun Hu,icse,2016,core
Marija Selakovic,icse,2016,broker
Christos Tsigkanos,icse,2016,core
Jürgen Münch,icse,2016,broker
Ugo A. Buy,icse,2016,broker
Yguaratã Cerqueira Cavalcanti,icse,2016,core
Jaroslav M. Fowkes,icse,2016,core
Luigi Benedicenti,icse,2016,core
Yongjie Zheng,icse,2016,broker
Pradeep Buddharaju,icse,2016,broker
Degif Teka,icse,2016,core
Otto Seppälä,icse,2016,core
Christopher Henard,icse,2016,core
Nick Mitchell,icse,2016,core
Bjorn C. Krantz,icse,2016,core
Jürgen Thanhofer-Pilisch,icse,2016,core
Qusay H. Mahmoud,icse,2016,broker
Lannan Luo,icse,2016,broker
Stefanie Scherzinger,icse,2016,core
Bin Li 0006,icse,2016,core
Joseph C. Osborn,icse,2016,core
Sebastian Pape 0001,icse,2016,core
Jan-Philipp Steghöfer,icse,2016,core
Tse-Hsun (Peter) Chen,icse,2016,core
Emery D. Berger,icse,2016,core
Stefan C. Christov,icse,2016,core
Lucia Rapanotti,icse,2016,broker
Joshua Garcia,icse,2016,core
Nancy A. Day,icse,2016,broker
Jingdong Jia,icse,2016,core
Mohammad Muztaba Fuad,icse,2016,broker
Kristjan Jonsson,icse,2016,core
Nabil El Ioini,icse,2016,core
Jenna L. Wise,icse,2016,core
Marcia Tavares Smith,icse,2016,core
Diomidis Spinellis,icse,2016,core
Saeed Tajfar,icse,2016,core
Bogdan Vasilescu,icse,2016,core
Joel Brandt,icse,2016,core
Cindy Rubio-González,icse,2016,core
Xi Zhang,icse,2016,core
Keegan McAllister,icse,2016,core
Sukyoung Ryu,icse,2016,core
Ilias Gerostathopoulos,icse,2016,core
Dongwon Seo,icse,2016,core
Patrick Daleiden,icse,2016,core
Eric F. Rizzi,icse,2016,core
Julio César Sampaio do Prado Leite,icse,2016,core
Jonathan Fetter-Degges,icse,2016,core
Irene Manotas,icse,2016,core
Olha Hrytsay,icse,2016,core
A. Sathish Kumar,icse,2016,core
Steve Hodges 0001,icse,2016,core
Simone Porru,icse,2016,core
Alexander Nassal,icse,2016,broker
Alessia Knauss,icse,2016,core
Xiaochao Fan,icse,2016,broker
Jianwei Niu 0001,icse,2016,core
Matti Rossi,icse,2016,core
Alvin Scott Morada,icse,2016,core
Ping Wang 0025,icse,2016,core
Heather M. Conboy,icse,2016,core
Lorenzo Villarroel,icse,2016,core
Manuel Quintela-Pumares,icse,2016,core
Javier Thaine,icse,2016,core
Joseph Feliciano,icse,2016,core
Vinod Muthusamy,icse,2016,core
Henrique Brittes Pötter,icse,2016,broker
Muhammad Mamdani,icse,2016,core
Tien N. Nguyen,icse,2016,core
Xiao Ma,icse,2016,core
Ali Mesbah 0001,icse,2016,core
Natalia Juristo,icse,2016,core
Umme Ayda Mannan,icse,2016,core
Vatche Ishakian,icse,2016,core
Mjellma Berisha,icse,2016,core
Maria Christakis,icse,2016,core
Phong Minh Vu,icse,2016,core
Alejandro P. Buchmann,icse,2016,core
Patrick Mäder,icse,2016,broker
James Demmel,icse,2016,core
Sharon Shoham,icse,2016,core
Pratibha Mishra,icse,2016,core
